Name,Age,Date,Team,At,Opp,Result,Game Number,Week,Day,Passing Cmp,Passing Att,Passing Completion Percentage,Passing Yards,Passing TD,Passing Int,Passing Sack,Fantasy Points,Rushing Att,Rushing Yards,Rushing TD,Recv Rec,Recv Yards,Recv TD,Fumb,Extra Points,Extra Points Att
Eddie Lacy,27.142,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,5.3,11,34,0,1,9,0,0,0,0
J.D. McKissic,24.068,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,5.3,3,10,0,2,23,0,0,0,0
Rex Burkhead,27.112,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,5.2,6,31,0,1,11,0,0,0,0
Jamison Crowder,24.128,2017-10-23,WAS,@,PHI,L 24-34,6,7,Mon,0,0,0,0,0,0,0,5.1,1,3,0,2,28,0,1,0,0
Ricardo Louis,23.213,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,0,0,0,0,0,0,0,5.1,0,0,0,3,21,0,0,0,0
Connor Barth,31.194,2017-10-22,CHI,,CAR,W 17-3,7,7,Sun,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,2,2
Mason Crosby,33.049,2017-10-22,GNB,,NOR,L 17-26,7,7,Sun,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,2,2
Brittan Golden,29.094,2017-10-22,ARI,@,LAR,L 0-33,7,7,Sun,0,0,0,0,0,0,0,5.0,0,0,0,3,20,0,0,0,0
Robert Kelley,25.020,2017-10-23,WAS,@,PHI,L 24-34,6,7,Mon,0,0,0,0,0,0,0,5.0,7,16,0,2,14,0,0,0,0
Donte Moncrief,24.077,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,5.0,0,0,0,2,30,0,0,0,0
Amara Darboh,23.263,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,4.9,0,0,0,2,29,0,0,0,0
Wayne Gallman,23.021,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,0,0,0,0,0,0,0,4.9,5,15,0,2,14,0,0,0,0
Ryan Grant,26.308,2017-10-23,WAS,@,PHI,L 24-34,6,7,Mon,0,0,0,0,0,0,0,4.9,0,0,0,3,19,0,0,0,0
Zach Miller,33.018,2017-10-22,CHI,,CAR,W 17-3,7,7,Sun,0,0,0,0,0,0,0,4.9,0,0,0,2,29,0,0,0,0
Ed Dickson,30.089,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,4.8,0,0,0,3,18,0,0,0,0
Jonathan Stewart,30.215,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,4.8,14,48,0,0,0,0,0,0,0
Danny Amendola,31.354,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,4.7,0,0,0,3,17,0,0,0,0
Seth Devalve,24.266,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,0,0,0,0,0,0,0,4.7,0,0,0,2,27,0,0,0,0
T.Y. Hilton,27.342,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,4.7,0,0,0,2,27,0,0,0,0
Kerwynn Williams,26.135,2017-10-22,ARI,@,LAR,L 0-33,7,7,Sun,0,0,0,0,0,0,0,4.7,0,0,0,2,27,0,0,0,0
Corey Grant,25.307,2017-10-22,JAX,@,IND,W 27-0,7,7,Sun,0,0,0,0,0,0,0,4.6,6,8,0,1,28,0,0,0,0
Mitch Trubisky,23.063,2017-10-22,CHI,,CAR,W 17-3,7,7,Sun,4,7,57.14,107,0,0,4,4.6,5,3,0,0,0,0,0,0,0
Derrick Henry,23.291,2017-10-22,TEN,@,CLE,W 12-9,7,7,Sun,0,0,0,0,0,0,0,4.4,13,13,0,2,11,0,0,0,0
Tyler Higbee,24.294,2017-10-22,LAR,,ARI,W 33-0,7,7,Sun,0,0,0,0,0,0,0,4.3,0,0,0,3,13,0,0,0,0
Adrian Peterson,32.215,2017-10-22,ARI,@,LAR,L 0-33,7,7,Sun,0,0,0,0,0,0,0,4.3,11,21,0,1,12,0,0,0,0
Coby Fleener,29.032,2017-10-22,NOR,@,GNB,W 26-17,6,7,Sun,0,0,0,0,0,0,0,4.2,0,0,0,2,22,0,0,0,0
Niles Paul,28.075,2017-10-23,WAS,@,PHI,L 24-34,6,7,Mon,0,0,0,0,0,0,0,4.2,0,0,0,1,32,0,0,0,0
Thomas Rawls,24.080,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,4.2,11,36,0,1,16,0,1,0,0
Jonnu Smith,22.061,2017-10-22,TEN,@,CLE,W 12-9,7,7,Sun,0,0,0,0,0,0,0,4.2,0,0,0,2,22,0,0,0,0
Justin Hardy,25.308,2017-10-22,ATL,@,NWE,L 7-23,6,7,Sun,0,0,0,0,0,0,0,4.1,0,0,0,2,21,0,0,0,0
Chester Rogers,23.283,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,4.1,0,0,0,2,21,0,0,0,0
Chandler Catanzaro,26.238,2017-10-22,NYJ,@,MIA,L 28-31,7,7,Sun,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,4,4
Robbie Gould,35.296,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,1,1
Russell Shepard,27.035,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,4.0,0,0,0,2,20,0,0,0,0
Mike Tolbert,31.333,2017-10-22,BUF,,TAM,W 30-27,6,7,Sun,0,0,0,0,0,0,0,4.0,3,29,0,1,1,0,0,0,0
Damien Williams,25.202,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,0,0,0,0,0,0,0,4.0,2,2,0,2,18,0,0,0,0
Taylor Gabriel,26.247,2017-10-22,ATL,@,NWE,L 7-23,6,7,Sun,0,0,0,0,0,0,0,3.9,1,-5,0,2,24,0,0,0,0
Martellus Bennett,30.226,2017-10-22,GNB,,NOR,L 17-26,7,7,Sun,0,0,0,0,0,0,0,3.7,0,0,0,2,17,0,0,0,0
Quan Bray,24.177,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,3.7,0,0,0,2,17,0,0,0,0
Andy Janovich,24.152,2017-10-22,DEN,@,LAC,L 0-21,6,7,Sun,0,0,0,0,0,0,0,3.7,1,3,0,2,14,0,0,0,0
Zay Jones,22.206,2017-10-22,BUF,,TAM,W 30-27,6,7,Sun,0,0,0,0,0,0,0,3.7,0,0,0,2,17,0,0,0,0
Demetrius Harris,26.082,2017-10-19,KAN,@,OAK,L 30-31,7,7,Thu,0,0,0,0,0,0,0,3.6,0,0,0,2,16,0,0,0,0
Eric Tomlinson,25.183,2017-10-22,NYJ,@,MIA,L 28-31,7,7,Sun,0,0,0,0,0,0,0,3.6,0,0,0,1,26,0,0,0,0
Shane Vereen,28.173,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,0,0,0,0,0,0,0,3.6,2,4,0,3,2,0,0,0,0
Randall Cobb,27.061,2017-10-22,GNB,,NOR,L 17-26,7,7,Sun,0,0,0,0,0,0,0,3.5,0,0,0,2,15,0,1,0,0
Charles Sims,27.033,2017-10-22,TAM,@,BUF,L 27-30,6,7,Sun,0,0,0,0,0,0,0,3.5,2,8,0,2,7,0,0,0,0
Bryce Treggs,23.175,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,0,0,0,0,0,0,0,3.5,1,6,0,1,19,0,0,0,0
Cole Beasley,28.179,2017-10-22,DAL,@,SFO,W 40-10,6,7,Sun,0,0,0,0,0,0,0,3.4,0,0,0,1,24,0,0,0,0
Frank Gore,34.161,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,3.4,9,34,0,0,0,0,0,0,0
Alfred Morris,28.314,2017-10-22,DAL,@,SFO,W 40-10,6,7,Sun,0,0,0,0,0,0,0,3.4,2,15,0,1,9,0,0,0,0
Terrelle Pryor,28.125,2017-10-23,WAS,@,PHI,L 24-34,6,7,Mon,0,0,0,0,0,0,0,3.4,0,0,0,2,14,0,0,0,0
Davante Adams,24.302,2017-10-22,GNB,,NOR,L 17-26,7,7,Sun,0,0,0,0,0,0,0,3.2,0,0,0,2,12,0,0,0,0
Nick Boyle,24.247,2017-10-22,BAL,@,MIN,L 16-24,7,7,Sun,0,0,0,0,0,0,0,3.2,0,0,0,2,12,0,0,0,0
Alex Erickson,24.350,2017-10-22,CIN,@,PIT,L 14-29,6,7,Sun,0,0,0,0,0,0,0,3.2,0,0,0,1,22,0,0,0,0
Leonte Carroo,23.271,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,0,0,0,0,0,0,0,3.1,0,0,0,1,21,0,0,0,0
Mike Gillislee,26.355,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,3.1,8,31,0,0,0,0,0,0,0
Andre Holmes,29.128,2017-10-22,BUF,,TAM,W 30-27,6,7,Sun,0,0,0,0,0,0,0,3.1,0,0,0,2,11,0,0,0,0
Alex Collins,23.057,2017-10-22,BAL,@,MIN,L 16-24,7,7,Sun,0,0,0,0,0,0,0,3.0,10,30,0,0,0,0,0,0,0
Graham Gano,30.196,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0
Jordan Matthews,25.098,2017-10-22,BUF,,TAM,W 30-27,6,7,Sun,0,0,0,0,0,0,0,3.0,0,0,0,2,10,0,0,0,0
Nick Novak,36.062,2017-10-22,LAC,,DEN,W 21-0,7,7,Sun,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,3,3
Curtis Samuel,21.072,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,3.0,0,0,0,1,20,0,0,0,0
LeGarrette Blount,30.322,2017-10-23,PHI,,WAS,W 34-24,7,7,Mon,0,0,0,0,0,0,0,2.9,14,29,0,0,0,0,0,0,0
Carson Palmer,37.299,2017-10-22,ARI,@,LAR,L 0-33,7,7,Sun,10,18,55.56,122,0,1,1,2.9,0,0,0,0,0,0,0,0,0
Demaryius Thomas,29.301,2017-10-22,DEN,@,LAC,L 0-21,6,7,Sun,0,0,0,0,0,0,0,2.9,0,0,0,2,9,0,0,0,0
Kamar Aiken,28.145,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,2.8,0,0,0,2,8,0,0,0,0
Jermaine Gresham,29.128,2017-10-22,ARI,@,LAR,L 0-33,7,7,Sun,0,0,0,0,0,0,0,2.8,0,0,0,1,18,0,0,0,0
Bobby Rainey,30.006,2017-10-22,BAL,@,MIN,L 16-24,7,7,Sun,0,0,0,0,0,0,0,2.8,0,0,0,2,8,0,0,0,0
Kenny Britt,29.033,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,0,0,0,0,0,0,0,2.7,0,0,0,2,7,0,0,0,0
Cody Kessler,24.164,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,10,19,52.63,121,0,1,2,2.7,1,-1,0,0,0,0,0,0,0
George Kittle,24.013,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,0,0,0,0,0,0,0,2.6,0,0,0,1,16,0,0,0,0
Ty Montgomery,24.273,2017-10-22,GNB,,NOR,L 17-26,7,7,Sun,0,0,0,0,0,0,0,2.5,4,6,0,1,9,0,0,0,0
Seth Roberts,26.239,2017-10-19,OAK,,KAN,W 31-30,7,7,Thu,0,0,0,0,0,0,0,2.5,0,0,0,1,15,0,0,0,0
Aldrick Robinson,29.028,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,0,0,0,0,0,0,0,2.5,0,0,0,1,15,0,0,0,0
Geronimo Allison,23.277,2017-10-22,GNB,,NOR,L 17-26,7,7,Sun,0,0,0,0,0,0,0,2.4,0,0,0,1,14,0,0,0,0
Tommy Bohanon,27.042,2017-10-22,JAX,@,IND,W 27-0,7,7,Sun,0,0,0,0,0,0,0,2.4,1,0,0,1,14,0,0,0,0
Jordy Nelson,32.144,2017-10-22,GNB,,NOR,L 17-26,7,7,Sun,0,0,0,0,0,0,0,2.3,0,0,0,1,13,0,0,0,0
Luke Willson,27.280,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,2.3,0,0,0,1,13,0,0,0,0
Xavier Grimble,25.030,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,0,0,0,0,0,0,0,2.2,0,0,0,1,12,0,0,0,0
C.J. Ham,24.092,2017-10-22,MIN,,BAL,W 24-16,7,7,Sun,0,0,0,0,0,0,0,2.2,0,0,0,1,12,0,0,0,0
Roger Lewis,23.329,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,0,0,0,0,0,0,0,2.2,0,0,0,1,12,0,0,0,0
Nick Vannett,24.230,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,2.2,0,0,0,1,12,0,0,0,0
Garrett Celek,29.146,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,0,0,0,0,0,0,0,2.1,0,0,0,1,11,0,0,0,0
Rashard Higgins,23.015,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,0,0,0,0,0,0,0,2.1,0,0,0,1,11,0,0,0,0
Taiwan Jones,29.088,2017-10-22,BUF,,TAM,W 30-27,6,7,Sun,0,0,0,0,0,0,0,2.1,0,0,0,1,11,0,0,0,0
Chris Manhertz,25.195,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,2.1,0,0,0,1,11,0,0,0,0
Jacquizz Rodgers,27.258,2017-10-22,TAM,@,BUF,L 27-30,6,7,Sun,0,0,0,0,0,0,0,2.1,1,2,0,1,9,0,0,0,0
Dan Vitale,23.364,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,0,0,0,0,0,0,0,2.1,0,0,0,1,11,0,0,0,0
Tyrell Williams,25.252,2017-10-22,LAC,,DEN,W 21-0,7,7,Sun,0,0,0,0,0,0,0,2.1,0,0,0,1,11,0,0,0,0
Dan Bailey,29.269,2017-10-22,DAL,@,SFO,W 40-10,6,7,Sun,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2,2
Randy Bullock,27.310,2017-10-22,CIN,@,PIT,L 14-29,6,7,Sun,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2,2
Jeff Heath,26.161,2017-10-22,DAL,@,SFO,W 40-10,6,7,Sun,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2,3
Eli Rogers,24.303,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,0,0,0,0,0,0,0,2.0,0,0,0,1,10,0,0,0,0
James Conner,22.170,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,0,0,0,0,0,0,0,1.9,3,19,0,0,0,0,0,0,0
Cordarrelle Patterson,26.216,2017-10-19,OAK,,KAN,W 31-30,7,7,Thu,0,0,0,0,0,0,0,1.9,0,0,0,1,9,0,0,0,0
Mike Wallace,31.082,2017-10-22,BAL,@,MIN,L 16-24,7,7,Sun,0,0,0,0,0,0,0,1.9,0,0,0,1,9,0,0,0,0
Tanner Gentry,22.308,2017-10-22,CHI,,CAR,W 17-3,7,7,Sun,0,0,0,0,0,0,0,1.8,0,0,0,1,8,0,0,0,0
Robert Golden,27.039,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,1,1,100.00,44,0,0,0,1.8,0,0,0,0,0,0,0,0,0
Giovani Bernard,25.334,2017-10-22,CIN,@,PIT,L 14-29,6,7,Sun,0,0,0,0,0,0,0,1.7,3,8,0,1,-1,0,0,0,0
Trey Burton,25.359,2017-10-23,PHI,,WAS,W 34-24,7,7,Mon,0,0,0,0,0,0,0,1.7,0,0,0,1,7,0,0,0,0
Darrell Daniels,22.334,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,1.7,0,0,0,1,7,0,0,0,0
Virgil Green,29.080,2017-10-22,DEN,@,LAC,L 0-21,6,7,Sun,0,0,0,0,0,0,0,1.7,0,0,0,1,7,0,0,0,0
Jeremy Kerley,28.348,2017-10-22,NYJ,@,MIA,L 28-31,7,7,Sun,0,0,0,0,0,0,0,1.7,0,0,0,2,17,0,2,0,0
Ben Koyack,24.196,2017-10-22,JAX,@,IND,W 27-0,7,7,Sun,0,0,0,0,0,0,0,1.7,0,0,0,1,7,0,0,0,0
Geoff Swaim,24.036,2017-10-22,DAL,@,SFO,W 40-10,6,7,Sun,0,0,0,0,0,0,0,1.7,0,0,0,1,7,0,0,0,0
Jordan Taylor,25.246,2017-10-22,DEN,@,LAC,L 0-21,6,7,Sun,0,0,0,0,0,0,0,1.7,0,0,0,1,7,0,0,0,0
C.J. Uzomah,24.281,2017-10-22,CIN,@,PIT,L 14-29,6,7,Sun,0,0,0,0,0,0,0,1.7,0,0,0,1,7,0,0,0,0
John Brown,27.202,2017-10-22,ARI,@,LAR,L 0-33,7,7,Sun,0,0,0,0,0,0,0,1.6,0,0,0,1,6,0,0,0,0
Tevin Coleman,24.189,2017-10-22,ATL,@,NWE,L 7-23,6,7,Sun,0,0,0,0,0,0,0,1.6,6,16,0,0,0,0,0,0,0
Austin Hooper,22.352,2017-10-22,ATL,@,NWE,L 7-23,6,7,Sun,0,0,0,0,0,0,0,1.6,0,0,0,1,6,0,0,0,0
Brandon Williams,30.010,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,1.6,0,0,0,1,6,0,0,0,0
Martavis Bryant,25.306,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,0,0,0,0,0,0,0,1.5,1,2,0,1,3,0,0,0,0
Chris Godwin,21.237,2017-10-22,TAM,@,BUF,L 27-30,6,7,Sun,0,0,0,0,0,0,0,1.5,0,0,0,1,5,0,0,0,0
Cole Hikutini,23.133,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,0,0,0,0,0,0,0,1.5,0,0,0,1,5,0,0,0,0
Ryan Switzer,22.352,2017-10-22,DAL,@,SFO,W 40-10,6,7,Sun,0,0,0,0,0,0,0,1.5,1,3,0,1,2,0,0,0,0
Eric Weems,32.110,2017-10-22,TEN,@,CLE,W 12-9,7,7,Sun,0,0,0,0,0,0,0,1.5,0,0,0,1,5,0,0,0,0
Antonio Gates,37.126,2017-10-22,LAC,,DEN,W 21-0,7,7,Sun,0,0,0,0,0,0,0,1.4,0,0,0,1,4,0,0,0,0
Cooper Rush,23.335,2017-10-22,DAL,@,SFO,W 40-10,6,7,Sun,1,2,50.00,2,0,0,0,1.4,2,13,0,0,0,0,0,0,0
Brent Celek,32.271,2017-10-23,PHI,,WAS,W 34-24,7,7,Mon,0,0,0,0,0,0,0,1.3,0,0,0,1,3,0,0,0,0
Adam Humphries,24.271,2017-10-22,TAM,@,BUF,L 27-30,6,7,Sun,0,0,0,0,0,0,0,1.3,0,0,0,2,13,0,1,0,0
Ross Travis,24.283,2017-10-19,KAN,@,OAK,L 30-31,7,7,Thu,0,0,0,0,0,0,0,1.3,0,0,0,1,3,0,0,0,0
De'Anthony Thomas,24.287,2017-10-19,KAN,@,OAK,L 30-31,7,7,Thu,0,0,0,0,0,0,0,1.2,0,0,0,1,2,0,0,0,0
Akeem Hunt,24.239,2017-10-19,KAN,@,OAK,L 30-31,7,7,Thu,0,0,0,0,0,0,0,1.1,0,0,0,1,1,0,0,0,0
Matt Bryant,42.146,2017-10-22,ATL,@,NWE,L 7-23,6,7,Sun,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,1
Bernard Reedy,25.295,2017-10-22,TAM,@,BUF,L 27-30,6,7,Sun,0,0,0,0,0,0,0,1.0,1,10,0,0,0,0,0,0,0
Aldrick Rosas,22.296,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,1
Drew Stanton,33.168,2017-10-22,ARI,@,LAR,L 0-33,7,7,Sun,5,14,35.71,66,0,1,2,1.0,1,4,0,0,0,0,1,0,0
Marshawn Lynch,31.180,2017-10-19,OAK,,KAN,W 31-30,7,7,Thu,0,0,0,0,0,0,0,0.9,2,9,0,0,0,0,0,0,0
Tre Madden,24.067,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,0.9,0,0,0,1,-1,0,0,0,0
Jeremy Hill,25.002,2017-10-22,CIN,@,PIT,L 14-29,6,7,Sun,0,0,0,0,0,0,0,0.7,4,7,0,0,0,0,0,0,0
Elijah McGuire,23.143,2017-10-22,NYJ,@,MIA,L 28-31,7,7,Sun,0,0,0,0,0,0,0,0.7,3,7,0,0,0,0,0,0,0
DeShone Kizer,21.292,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,12,20,60.00,114,0,2,0,0.6,0,0,0,0,0,0,0,0,0
Matt Breida,22.236,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,0,0,0,0,0,0,0,0.5,3,5,0,0,0,0,1,0,0
Josh Ferguson,24.152,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,0.5,1,5,0,0,0,0,0,0,0
Kenjon Barner,27.178,2017-10-23,PHI,,WAS,W 34-24,7,7,Mon,0,0,0,0,0,0,0,0.4,2,4,0,0,0,0,0,0,0
Tavarres King,27.100,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,0,0,0,0,0,0,0,0.3,1,-8,0,1,1,0,0,0,0
Oday Aboushi,26.139,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Acho,29.046,2017-10-22,CHI,,CAR,W 17-3,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Acker,25.255,2017-10-19,KAN,@,OAK,L 30-31,7,7,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Adams,24.359,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Adams,22.005,2017-10-22,NYJ,@,MIA,L 28-31,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerell Adams,24.295,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Adams,36.212,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jahleel Addae,27.271,2017-10-22,LAC,,DEN,W 21-0,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Addison,30.046,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walt Aikens,26.125,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Alexander,26.022,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwon Alexander,23.080,2017-10-22,TAM,@,BUF,L 27-30,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Alexander,34.144,2017-10-22,BUF,,TAM,W 30-27,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vadal Alexander,23.210,2017-10-19,OAK,,KAN,W 31-30,7,7,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Alford,28.355,2017-10-22,ATL,@,NWE,L 7-23,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau Allen,25.343,2017-10-23,PHI,,WAS,W 34-24,7,7,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Allen,24.054,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Allen,27.240,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate Allen,29.326,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Allen,25.308,2017-10-22,ATL,@,NWE,L 7-23,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Allen,27.236,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiko Alonso,27.069,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyson Alualu,30.163,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Amerson,25.315,2017-10-19,OAK,,KAN,W 31-30,7,7,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Amos,24.176,2017-10-22,CHI,,CAR,W 17-3,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince Amukamara,28.138,2017-10-22,CHI,,CAR,W 17-3,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Anderson,26.080,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Anderson,25.360,2017-10-22,CHI,,CAR,W 17-3,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Anderson,23.072,2017-10-23,WAS,@,PHI,L 24-34,6,7,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zaire Anderson,25.065,2017-10-22,DEN,@,LAC,L 0-21,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Andrews,25.104,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Anger,29.016,2017-10-22,TAM,@,BUF,L 27-30,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli Ankou,23.136,2017-10-22,JAX,@,IND,W 27-0,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli Apple,22.074,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Armah,23.158,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terron Armstead,26.091,2017-10-22,NOR,@,GNB,W 26-17,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray-Ray Armstrong,26.231,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Artis-Payne,27.121,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Ash,25.079,2017-10-22,DAL,@,SFO,W 40-10,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geno Atkins,29.208,2017-10-22,CIN,@,PIT,L 14-29,6,7,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
