Name,Age,Date,Team,At,Opp,Result,Game Number,Week,Day,Passing Cmp,Passing Att,Passing Completion Percentage,Passing Yards,Passing TD,Passing Int,Passing Sack,Fantasy Points,Rushing Att,Rushing Yards,Rushing TD,Recv Rec,Recv Yards,Recv TD,Fumb,Extra Points,Extra Points Att
Tom Brady,40.080,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,21,29,72.41,249,2,0,2,18.5,5,5,0,0,0,0,1,0,0
Evan Engram,23.050,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,0,0,0,0,0,0,0,18.0,0,0,0,6,60,1,0,0,0
Travis Benjamin,27.297,2017-10-22,LAC,,DEN,W 21-0,7,7,Sun,0,0,0,0,0,0,0,17.6,1,4,0,1,42,1,0,0,0
Chris Thompson,27.003,2017-10-23,WAS,@,PHI,L 24-34,6,7,Mon,0,0,0,0,0,0,0,17.4,7,38,0,5,26,1,0,0,0
Latavius Murray,27.277,2017-10-22,MIN,,BAL,W 24-16,7,7,Sun,0,0,0,0,0,0,0,17.3,18,113,1,0,0,0,0,0,0
Chris Boswell,26.220,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,2,2
Matt Ryan,32.158,2017-10-22,ATL,@,NWE,L 7-23,6,7,Sun,23,33,69.70,233,1,0,1,17.0,3,37,0,0,0,0,0,0,0
Greg Zuerlein,29.299,2017-10-22,LAR,,ARI,W 33-0,7,7,Sun,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,3,3
Jared Cook,30.195,2017-10-19,OAK,,KAN,W 31-30,7,7,Thu,0,0,0,0,0,0,0,16.7,0,0,0,6,107,0,0,0,0
Ben Roethlisberger,35.234,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,14,24,58.33,224,2,0,0,16.7,3,-3,0,0,0,0,0,0,0
Antonio Brown,29.104,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,0,0,0,0,0,0,0,16.5,0,0,0,4,65,1,0,0,0
Brandin Cooks,24.027,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,16.5,0,0,0,4,65,1,0,0,0
Blake Bortles,25.177,2017-10-22,JAX,@,IND,W 27-0,7,7,Sun,18,26,69.23,330,1,0,1,16.3,4,11,0,0,0,0,1,0,0
Kareem Hunt,22.074,2017-10-19,KAN,@,OAK,L 30-31,7,7,Thu,0,0,0,0,0,0,0,15.7,18,87,0,4,30,0,0,0,0
Alvin Kamara,22.089,2017-10-22,NOR,@,GNB,W 26-17,6,7,Sun,0,0,0,0,0,0,0,15.7,9,57,0,5,50,0,0,0,0
James White,25.261,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,15.7,4,19,0,5,28,1,0,0,0
Jason Witten,35.169,2017-10-22,DAL,@,SFO,W 40-10,6,7,Sun,0,0,0,0,0,0,0,15.4,0,0,0,4,54,1,0,0,0
Philip Rivers,35.318,2017-10-22,LAC,,DEN,W 21-0,7,7,Sun,15,26,57.69,183,2,0,3,15.3,0,0,0,0,0,0,0,0,0
Michael Thomas,24.233,2017-10-22,NOR,@,GNB,W 26-17,6,7,Sun,0,0,0,0,0,0,0,15.2,0,0,0,7,82,0,0,0,0
Allen Hurns,25.344,2017-10-22,JAX,@,IND,W 27-0,7,7,Sun,0,0,0,0,0,0,0,15.1,0,0,0,5,101,0,0,0,0
Cooper Kupp,24.129,2017-10-22,LAR,,ARI,W 33-0,7,7,Sun,0,0,0,0,0,0,0,15.1,0,0,0,4,51,1,0,0,0
Deonte Thompson,28.250,2017-10-22,BUF,,TAM,W 30-27,6,7,Sun,0,0,0,0,0,0,0,14.7,1,0,0,4,107,0,0,0,0
Nelson Agholor,24.152,2017-10-23,PHI,,WAS,W 34-24,7,7,Mon,0,0,0,0,0,0,0,14.5,0,0,0,4,45,1,0,0,0
C.J. Beathard,23.340,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,22,38,57.89,235,0,0,5,14.4,5,30,1,0,0,0,2,0,0
Austin Ekeler,22.158,2017-10-22,LAC,,DEN,W 21-0,7,7,Sun,0,0,0,0,0,0,0,14.4,7,38,0,4,6,1,0,0,0
Jimmy Graham,30.332,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,14.1,0,0,0,3,51,1,0,0,0
Paul Richardson,25.192,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,14.1,0,0,0,2,61,1,0,0,0
Harrison Butker,22.097,2017-10-19,KAN,@,OAK,L 30-31,7,7,Thu,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,3,3
Steven Hauschka,32.115,2017-10-22,BUF,,TAM,W 30-27,6,7,Sun,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,3,3
Matt Moore,33.074,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,13,21,61.90,188,2,1,1,13.5,0,0,0,0,0,0,0,0,0
Mack Hollins,24.037,2017-10-23,PHI,,WAS,W 34-24,7,7,Mon,0,0,0,0,0,0,0,13.4,0,0,0,1,64,1,0,0,0
Travis Kelce,28.014,2017-10-19,KAN,@,OAK,L 30-31,7,7,Thu,0,0,0,0,0,0,0,13.3,0,0,0,4,33,1,0,0,0
Albert Wilson,25.099,2017-10-19,KAN,@,OAK,L 30-31,7,7,Thu,0,0,0,0,0,0,0,13.3,0,0,0,1,63,1,0,0,0
Matt Forte,31.316,2017-10-22,NYJ,@,MIA,L 28-31,7,7,Sun,0,0,0,0,0,0,0,13.2,7,41,0,5,41,0,0,0,0
Duke Johnson,23.333,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,0,0,0,0,0,0,0,13.1,7,26,0,6,45,0,0,0,0
DeAndre Washington,24.239,2017-10-19,OAK,,KAN,W 31-30,7,7,Thu,0,0,0,0,0,0,0,13.0,9,33,1,3,7,0,0,0,0
Javorius Allen,26.056,2017-10-22,BAL,@,MIN,L 16-24,7,7,Sun,0,0,0,0,0,0,0,12.9,6,20,0,8,29,0,0,0,0
Carlos Hyde,27.032,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,0,0,0,0,0,0,0,12.8,14,68,0,4,20,0,0,0,0
Brandon LaFell,30.352,2017-10-22,CIN,@,PIT,L 14-29,6,7,Sun,0,0,0,0,0,0,0,12.8,0,0,0,4,28,1,0,0,0
Robby Anderson,24.166,2017-10-22,NYJ,@,MIA,L 28-31,7,7,Sun,0,0,0,0,0,0,0,12.5,0,0,0,3,35,1,0,0,0
Mohamed Sanu,28.061,2017-10-22,ATL,@,NWE,L 7-23,6,7,Sun,0,0,0,0,0,0,0,12.5,0,0,0,6,65,0,0,0,0
DeSean Jackson,30.325,2017-10-22,TAM,@,BUF,L 27-30,6,7,Sun,0,0,0,0,0,0,0,12.3,0,0,0,5,73,0,0,0,0
Tyler Kroft,25.007,2017-10-22,CIN,@,PIT,L 14-29,6,7,Sun,0,0,0,0,0,0,0,12.3,0,0,0,4,23,1,0,0,0
Cameron Brate,26.111,2017-10-22,TAM,@,BUF,L 27-30,6,7,Sun,0,0,0,0,0,0,0,12.0,0,0,0,6,60,0,1,0,0
Jake Elliott,22.275,2017-10-23,PHI,,WAS,W 34-24,7,7,Mon,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,4,4
Devonta Freeman,25.221,2017-10-22,ATL,@,NWE,L 7-23,6,7,Sun,0,0,0,0,0,0,0,12.0,12,72,0,3,18,0,0,0,0
Marquise Goodwin,26.337,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,0,0,0,0,0,0,0,12.0,0,0,0,4,80,0,0,0,0
Ryan Succop,31.033,2017-10-22,TEN,@,CLE,W 12-9,7,7,Sun,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0
Justin Tucker,27.335,2017-10-22,BAL,@,MIN,L 16-24,7,7,Sun,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,1,1
Brett Hundley,24.129,2017-10-22,GNB,,NOR,L 17-26,7,7,Sun,12,25,48.00,87,0,1,1,11.9,3,44,1,0,0,0,1,0,0
Demarcus Robinson,23.028,2017-10-19,KAN,@,OAK,L 30-31,7,7,Thu,0,0,0,0,0,0,0,11.9,0,0,0,5,69,0,0,0,0
JuJu Smith-Schuster,20.334,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,0,0,0,0,0,0,0,11.9,0,0,0,2,39,1,0,0,0
Christian McCaffrey,21.137,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,11.6,7,10,0,7,36,0,0,0,0
Jalen Richard,24.004,2017-10-19,OAK,,KAN,W 31-30,7,7,Thu,0,0,0,0,0,0,0,11.6,9,31,0,4,45,0,0,0,0
Jay Cutler,34.176,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,12,16,75.00,138,2,1,2,11.5,0,0,0,0,0,0,0,0,0
Anthony Fasano,33.185,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,0,0,0,0,0,0,0,11.5,0,0,0,3,25,1,1,0,0
Michael Crabtree,30.035,2017-10-19,OAK,,KAN,W 31-30,7,7,Thu,0,0,0,0,0,0,0,11.4,0,0,0,3,24,1,0,0,0
Joe Flacco,32.279,2017-10-22,BAL,@,MIN,L 16-24,7,7,Sun,27,39,69.23,186,1,0,5,11.4,1,0,0,0,0,0,3,0,0
Hunter Henry,22.319,2017-10-22,LAC,,DEN,W 21-0,7,7,Sun,0,0,0,0,0,0,0,11.3,0,0,0,4,73,0,0,0,0
Delanie Walker,33.071,2017-10-22,TEN,@,CLE,W 12-9,7,7,Sun,0,0,0,0,0,0,0,11.3,0,0,0,7,63,0,1,0,0
Robert Woods,25.195,2017-10-22,LAR,,ARI,W 33-0,7,7,Sun,0,0,0,0,0,0,0,11.3,1,4,0,5,59,0,0,0,0
Marqise Lee,25.331,2017-10-22,JAX,@,IND,W 27-0,7,7,Sun,0,1,0.00,0,0,0,0,11.2,0,0,0,4,72,0,1,0,0
Jacoby Brissett,23.315,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,22,37,59.46,200,0,0,10,11.1,5,31,0,0,0,0,2,0,0
Brandon Coleman,25.122,2017-10-22,NOR,@,GNB,W 26-17,6,7,Sun,0,0,0,0,0,0,0,11.1,0,0,0,2,31,1,0,0,0
Isaiah Crowell,24.287,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,0,0,0,0,0,0,0,11.1,17,35,0,4,36,0,0,0,0
Chris Hogan,28.363,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,11.1,0,0,0,4,71,0,0,0,0
Chris Moore,24.128,2017-10-22,BAL,@,MIN,L 16-24,7,7,Sun,0,0,0,0,0,0,0,11.1,1,-5,0,2,36,1,0,0,0
Austin Seferian-Jenkins,25.023,2017-10-22,NYJ,@,MIA,L 28-31,7,7,Sun,0,0,0,0,0,0,0,11.1,0,0,0,3,21,1,0,0,0
Zane Gonzalez,22.168,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0
Stephen Gostkowski,33.267,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,2,2
Patrick Murray,26.122,2017-10-22,TAM,@,BUF,L 27-30,6,7,Sun,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,3,3
Marcedes Lewis,33.156,2017-10-22,JAX,@,IND,W 27-0,7,7,Sun,0,0,0,0,0,0,0,10.9,0,0,0,2,29,1,0,0,0
Jay Ajayi,24.129,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,0,0,0,0,0,0,0,10.7,23,51,0,3,26,0,0,0,0
Vernon Davis,33.265,2017-10-23,WAS,@,PHI,L 24-34,6,7,Mon,0,0,0,0,0,0,0,10.7,0,0,0,4,67,0,0,0,0
A.J. Derby,26.032,2017-10-22,DEN,@,LAC,L 0-21,6,7,Sun,0,0,0,0,0,0,0,10.6,0,0,0,6,66,0,1,0,0
Marlon Mack,21.229,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,10.6,5,26,0,4,40,0,0,0,0
DeMarco Murray,29.252,2017-10-22,TEN,@,CLE,W 12-9,7,7,Sun,0,0,0,0,0,0,0,10.6,18,59,0,3,17,0,0,0,0
Andy Dalton,29.358,2017-10-22,CIN,@,PIT,L 14-29,6,7,Sun,17,30,56.67,140,2,2,4,10.4,3,8,0,0,0,0,0,0,0
Jack Doyle,27.170,2017-10-22,IND,,JAX,L 0-27,7,7,Sun,0,0,0,0,0,0,0,10.4,0,0,0,6,44,0,0,0,0
Bilal Powell,28.360,2017-10-22,NYJ,@,MIA,L 28-31,7,7,Sun,0,0,0,0,0,0,0,10.3,9,43,0,2,40,0,0,0,0
Doug Martin,28.282,2017-10-22,TAM,@,BUF,L 27-30,6,7,Sun,0,0,0,0,0,0,0,10.0,20,49,0,2,31,0,0,0,0
Pierre Garcon,31.075,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,0,0,0,0,0,0,0,9.9,0,0,0,5,49,0,0,0,0
Jermaine Kearse,27.258,2017-10-22,NYJ,@,MIA,L 28-31,7,7,Sun,0,0,0,0,0,0,0,9.9,0,0,0,1,29,1,0,0,0
Joe Mixon,21.090,2017-10-22,CIN,@,PIT,L 14-29,6,7,Sun,0,0,0,0,0,0,0,9.8,7,48,0,3,20,0,1,0,0
Kelvin Benjamin,26.259,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,9.5,0,0,0,3,65,0,0,0,0
Bennie Fowler,26.134,2017-10-22,DEN,@,LAC,L 0-21,6,7,Sun,0,0,0,0,0,0,0,9.5,0,0,0,5,45,0,0,0,0
Kyle Rudolph,27.347,2017-10-22,MIN,,BAL,W 24-16,7,7,Sun,0,0,0,0,0,0,0,9.3,0,0,0,5,43,0,0,0,0
Dion Lewis,27.025,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,9.2,13,76,0,1,6,0,0,0,0
Logan Thomas,26.113,2017-10-22,BUF,,TAM,W 30-27,6,7,Sun,0,0,0,0,0,0,0,9.2,0,0,0,1,22,1,0,0,0
Adam Thielen,27.061,2017-10-22,MIN,,BAL,W 24-16,7,7,Sun,0,0,0,0,0,0,0,9.1,0,0,0,5,41,0,0,0,0
Josh Lambo,26.337,2017-10-22,JAX,@,IND,W 27-0,7,7,Sun,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,3,3
Marcus Mariota,23.357,2017-10-22,TEN,@,CLE,W 12-9,7,7,Sun,21,34,61.76,203,0,0,2,8.9,1,8,0,0,0,0,0,0,0
Julius Thomas,29.117,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,0,0,0,0,0,0,0,8.8,0,0,0,3,58,0,0,0,0
Ben Watson,36.308,2017-10-22,BAL,@,MIN,L 16-24,7,7,Sun,0,0,0,0,0,0,0,8.8,0,0,0,5,38,0,0,0,0
Chris Ivory,29.214,2017-10-22,JAX,@,IND,W 27-0,7,7,Sun,0,0,0,0,0,0,0,8.7,17,47,1,0,0,0,1,0,0
Jerick McKinnon,25.172,2017-10-22,MIN,,BAL,W 24-16,7,7,Sun,0,0,0,0,0,0,0,8.7,14,47,0,3,10,0,0,0,0
Corey Clement,22.355,2017-10-23,PHI,,WAS,W 34-24,7,7,Mon,0,0,0,0,0,0,0,8.5,1,6,0,1,9,1,0,0,0
Keelan Cole,24.185,2017-10-22,JAX,@,IND,W 27-0,7,7,Sun,0,0,0,0,0,0,0,8.4,0,0,0,2,64,0,0,0,0
Tyler Lockett,25.024,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,8.4,3,15,0,4,29,0,0,0,0
Jarius Wright,27.331,2017-10-22,MIN,,BAL,W 24-16,7,7,Sun,0,0,0,0,0,0,0,8.4,0,0,0,3,54,0,0,0,0
Devin Funchess,23.154,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,0,0,0,0,0,0,0,8.1,0,0,0,4,41,0,0,0,0
Rob Gronkowski,28.161,2017-10-22,NWE,,ATL,W 23-7,7,7,Sun,0,0,0,0,0,0,0,8.1,0,0,0,3,51,0,0,0,0
Michael Campanaro,26.270,2017-10-22,BAL,@,MIN,L 16-24,7,7,Sun,0,0,0,0,0,0,0,8.0,1,19,0,3,31,0,0,0,0
Tarik Cohen,22.088,2017-10-22,CHI,,CAR,W 17-3,7,7,Sun,0,0,0,0,0,0,0,8.0,0,0,0,1,70,0,0,0,0
Wil Lutz,23.107,2017-10-22,NOR,@,GNB,W 26-17,6,7,Sun,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,2,3
Orleans Darkwa,25.236,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,0,0,0,0,0,0,0,7.8,9,35,0,3,13,0,0,0,0
David Njoku,21.104,2017-10-22,CLE,,TEN,L 9-12,7,7,Sun,0,0,0,0,0,0,0,7.8,0,0,0,2,58,0,0,0,0
Nick O'Leary,25.052,2017-10-22,BUF,,TAM,W 30-27,6,7,Sun,0,0,0,0,0,0,0,7.8,0,0,0,2,58,0,0,0,0
Rod Smith,25.285,2017-10-22,DAL,@,SFO,W 40-10,6,7,Sun,0,0,0,0,0,0,0,7.6,8,61,0,1,5,0,0,0,0
Taywan Taylor,22.234,2017-10-22,TEN,@,CLE,W 12-9,7,7,Sun,0,0,0,0,0,0,0,7.5,0,0,0,3,45,0,0,0,0
Eli Manning,36.292,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,19,39,48.72,134,1,0,1,7.4,0,0,0,0,0,0,1,0,0
Cam Newton,28.164,2017-10-22,CAR,@,CHI,L 3-17,7,7,Sun,21,34,61.76,211,0,2,5,7.4,9,50,0,0,0,0,1,0,0
Sammy Watkins,24.130,2017-10-22,LAR,,ARI,W 33-0,7,7,Sun,0,0,0,0,0,0,0,7.2,0,0,0,3,42,0,0,0,0
Keenan Allen,25.178,2017-10-22,LAC,,DEN,W 21-0,7,7,Sun,0,0,0,0,0,0,0,7.1,0,0,0,3,41,0,0,0,0
C.J. Anderson,26.254,2017-10-22,DEN,@,LAC,L 0-21,6,7,Sun,0,0,0,0,0,0,0,7.1,10,44,0,1,17,0,0,0,0
A.J. Green,29.083,2017-10-22,CIN,@,PIT,L 14-29,6,7,Sun,0,0,0,0,0,0,0,7.1,0,0,0,3,41,0,0,0,0
Rishard Matthews,28.010,2017-10-22,TEN,@,CLE,W 12-9,7,7,Sun,0,0,0,0,0,0,0,7.0,0,0,0,3,40,0,0,0,0
Cody Parkey,25.245,2017-10-22,MIA,,NYJ,W 31-28,6,7,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,4,4
Giorgio Tavecchio,27.095,2017-10-19,OAK,,KAN,W 31-30,7,7,Thu,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,4,4
Josh Doctson,24.324,2017-10-23,WAS,@,PHI,L 24-34,6,7,Mon,0,0,0,0,0,0,0,6.9,0,0,0,3,39,0,0,0,0
Trent Taylor,23.175,2017-10-22,SFO,,DAL,L 10-40,7,7,Sun,0,0,0,0,0,0,0,6.9,0,0,0,5,39,0,1,0,0
Malcolm Brown,24.160,2017-10-22,LAR,,ARI,W 33-0,7,7,Sun,0,0,0,0,0,0,0,6.5,11,48,0,1,7,0,0,0,0
Jordan Howard,22.354,2017-10-22,CHI,,CAR,W 17-3,7,7,Sun,0,0,0,0,0,0,0,6.5,21,65,0,0,0,0,0,0,0
Case Keenum,29.247,2017-10-22,MIN,,BAL,W 24-16,7,7,Sun,20,31,64.52,188,0,1,0,6.4,1,9,0,0,0,0,0,0,0
Griff Whalen,27.235,2017-10-22,BAL,@,MIN,L 16-24,7,7,Sun,0,0,0,0,0,0,0,6.3,0,0,0,4,23,0,0,0,0
Tavon Austin,27.221,2017-10-22,LAR,,ARI,W 33-0,7,7,Sun,0,0,0,0,0,0,0,6.2,3,27,0,2,15,0,0,0,0
Jamaal Charles,30.299,2017-10-22,DEN,@,LAC,L 0-21,6,7,Sun,0,0,0,0,0,0,0,6.2,4,2,0,4,20,0,0,0,0
Travis Rudolph,22.037,2017-10-22,NYG,,SEA,L 7-24,7,7,Sun,0,0,0,0,0,0,0,6.2,0,0,0,3,32,0,0,0,0
Nick Rose,23.171,2017-10-23,WAS,@,PHI,L 24-34,6,7,Mon,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,3,3
Blair Walsh,27.287,2017-10-22,SEA,@,NYG,W 24-7,6,7,Sun,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,3,3
Larry Fitzgerald,34.052,2017-10-22,ARI,@,LAR,L 0-33,7,7,Sun,0,0,0,0,0,0,0,5.9,0,0,0,3,29,0,0,0,0
JJ Nelson,25.181,2017-10-22,ARI,@,LAR,L 0-33,7,7,Sun,0,0,0,0,0,0,0,5.9,0,0,0,2,39,0,0,0,0
Wendell Smallwood,23.267,2017-10-23,PHI,,WAS,W 34-24,7,7,Mon,0,0,0,0,0,0,0,5.9,8,25,0,2,14,0,0,0,0
Devontae Booker,25.148,2017-10-22,DEN,@,LAC,L 0-21,6,7,Sun,0,0,0,0,0,0,0,5.8,2,6,0,3,22,0,0,0,0
Laquon Treadwell,22.130,2017-10-22,MIN,,BAL,W 24-16,7,7,Sun,0,0,0,0,0,0,0,5.8,0,0,0,3,28,0,0,0,0
Jaron Brown,27.287,2017-10-22,ARI,@,LAR,L 0-33,7,7,Sun,0,0,0,0,0,0,0,5.7,0,0,0,2,37,0,0,0,0
Alshon Jeffery,27.251,2017-10-23,PHI,,WAS,W 34-24,7,7,Mon,0,0,0,0,0,0,0,5.7,0,0,0,2,37,0,0,0,0
Vance McDonald,27.131,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,0,0,0,0,0,0,0,5.7,0,0,0,2,37,0,0,0,0
Trevor Siemian,25.300,2017-10-22,DEN,@,LAC,L 0-21,6,7,Sun,25,35,71.43,207,0,1,5,5.7,2,14,0,0,0,0,2,0,0
Melvin Gordon,24.192,2017-10-22,LAC,,DEN,W 21-0,7,7,Sun,0,0,0,0,0,0,0,5.4,18,38,0,1,6,0,0,0,0
Darrius Heyward-Bey,30.238,2017-10-22,PIT,,CIN,W 29-14,7,7,Sun,0,0,0,0,0,0,0,5.4,0,0,0,1,44,0,0,0,0
