Name,Age,Date,Team,At,Opp,Result,Game Number,Week,Day,Passing Cmp,Passing Att,Passing Completion Percentage,Passing Yards,Passing TD,Passing Int,Passing Sack,Fantasy Points,Rushing Att,Rushing Yards,Rushing TD,Recv Rec,Recv Yards,Recv TD,Fumb,Extra Points,Extra Points Att
Randy Bullock,27.289,2017-10-01,CIN,@,CLE,W 31-7,4,4,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,4,4
Nick Folk,32.330,2017-10-01,TAM,,NYG,W 25-23,3,4,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,1,2
Jesse James,23.119,2017-10-01,PIT,@,BAL,W 26-9,4,4,Sun,0,0,0,0,0,0,0,7.0,0,0,0,3,40,0,0,0,0
Robert Turbin,27.303,2017-10-01,IND,@,SEA,L 18-46,4,4,Sun,0,0,0,0,0,0,0,6.8,6,8,1,0,0,0,0,0,0
Emmanuel Sanders,30.198,2017-10-01,DEN,,OAK,W 16-10,4,4,Sun,0,0,0,0,0,0,0,6.7,0,0,0,4,27,0,0,0,0
Josh Bellamy,28.133,2017-09-28,CHI,@,GNB,L 14-35,4,4,Thu,0,0,0,0,0,0,0,6.6,0,0,0,3,36,0,0,0,0
Michael Campanaro,26.249,2017-10-01,BAL,,PIT,L 9-26,4,4,Sun,0,0,0,0,0,0,0,6.5,0,0,0,4,25,0,1,0,0
Zach Miller,32.359,2017-09-28,CHI,@,GNB,L 14-35,4,4,Thu,0,0,0,0,0,0,0,6.5,0,0,0,2,45,0,0,0,0
Jay Ajayi,24.108,2017-10-01,MIA,,NOR,L 0-20,3,4,Sun,0,0,0,0,0,0,0,6.4,12,46,0,1,8,0,0,0,0
JJ Nelson,25.160,2017-10-01,ARI,,SFO,W 18-15,4,4,Sun,0,0,0,0,0,0,0,6.4,0,0,0,3,34,0,0,0,0
Alex Collins,23.036,2017-10-01,BAL,,PIT,L 9-26,4,4,Sun,0,0,0,0,0,0,0,6.2,9,82,0,0,0,0,1,0,0
Marvin Jones,27.203,2017-10-01,DET,@,MIN,W 14-7,4,4,Sun,0,0,0,0,0,0,0,6.2,0,0,0,2,42,0,0,0,0
Golden Tate,29.060,2017-10-01,DET,@,MIN,W 14-7,4,4,Sun,0,0,0,0,0,0,0,6.1,1,2,0,3,29,0,0,0,0
Dan Bailey,29.248,2017-10-01,DAL,,LAR,L 30-35,4,4,Sun,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,3,3
T.Y. Hilton,27.321,2017-10-01,IND,@,SEA,L 18-46,4,4,Sun,0,0,0,0,0,0,0,6.0,0,0,0,3,30,0,0,0,0
Julio Jones,28.240,2017-10-01,ATL,,BUF,L 17-23,4,4,Sun,0,0,0,0,0,0,0,6.0,0,0,0,3,30,0,0,0,0
YoungHoe Koo,23.059,2017-10-01,LAC,,PHI,L 24-26,4,4,Sun,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,3,3
Matt Prater,33.052,2017-10-01,DET,@,MIN,W 14-7,4,4,Sun,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0
Nick Williams,26.312,2017-10-01,ATL,,BUF,L 17-23,4,4,Sun,0,0,0,0,0,0,0,6.0,0,0,0,3,30,0,0,0,0
Jamaal Charles,30.278,2017-10-01,DEN,,OAK,W 16-10,4,4,Sun,0,0,0,0,0,0,0,5.7,5,33,0,1,14,0,0,0,0
Jermaine Kearse,27.237,2017-10-01,NYJ,,JAX,W 23-20,4,4,Sun,0,0,0,0,0,0,0,5.7,0,0,0,4,17,0,0,0,0
Tavon Austin,27.200,2017-10-01,LAR,@,DAL,W 35-30,4,4,Sun,0,0,0,0,0,0,0,5.6,6,48,0,1,-2,0,0,0,0
Bennie Fowler,26.113,2017-10-01,DEN,,OAK,W 16-10,4,4,Sun,0,0,0,0,0,0,0,5.5,0,0,0,2,35,0,0,0,0
George Kittle,23.357,2017-10-01,SFO,@,ARI,L 15-18,4,4,Sun,0,0,0,0,0,0,0,5.5,0,0,0,2,35,0,0,0,0
DeMarco Murray,29.231,2017-10-01,TEN,@,HOU,L 14-57,4,4,Sun,0,0,0,0,0,0,0,5.5,7,31,0,2,4,0,0,0,0
Ted Ginn,32.172,2017-10-01,NOR,@,MIA,W 20-0,4,4,Sun,0,0,0,0,0,0,0,5.4,1,9,0,2,25,0,0,0,0
Chris Ivory,29.193,2017-10-01,JAX,@,NYJ,L 20-23,4,4,Sun,0,0,0,0,0,0,0,5.4,9,42,0,1,2,0,0,0,0
Kyle Rudolph,27.326,2017-10-01,MIN,,DET,L 7-14,4,4,Sun,0,0,0,0,0,0,0,5.4,0,0,0,2,34,0,0,0,0
Kyle Juszczyk,26.161,2017-10-01,SFO,@,ARI,L 15-18,4,4,Sun,0,0,0,0,0,0,0,5.3,1,8,0,3,15,0,0,0,0
Eddie Lacy,27.121,2017-10-01,SEA,,IND,W 46-18,4,4,Sun,0,0,0,0,0,0,0,5.2,11,52,0,0,0,0,0,0,0
Chris Conley,24.342,2017-10-02,KAN,,WAS,W 29-20,4,4,Mon,0,0,0,0,0,0,0,5.1,0,0,0,2,31,0,0,0,0
Jay Cutler,34.155,2017-10-01,MIA,,NOR,L 0-20,3,4,Sun,20,28,71.43,164,0,1,4,5.1,1,5,0,0,0,0,1,0,0
Jeremy Maclin,29.143,2017-10-01,BAL,,PIT,L 9-26,4,4,Sun,0,0,0,0,0,0,0,5.1,0,0,0,3,21,0,0,0,0
Jordan Reed,27.091,2017-10-02,WAS,@,KAN,L 20-29,4,4,Mon,0,0,0,0,0,0,0,5.1,0,0,0,3,21,0,0,0,0
Levine Toilolo,26.063,2017-10-01,ATL,,BUF,L 17-23,4,4,Sun,0,0,0,0,0,0,0,5.1,0,0,0,3,21,0,0,0,0
Matt Bryant,42.125,2017-10-01,ATL,,BUF,L 17-23,4,4,Sun,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,2,2
Mason Crosby,33.025,2017-09-28,GNB,,CHI,W 35-14,4,4,Thu,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,5,5
Josh McCown,38.089,2017-10-01,NYJ,,JAX,W 23-20,4,4,Sun,22,31,70.97,224,0,1,5,5.0,1,0,0,0,0,0,3,0,0
Aldrick Rosas,22.275,2017-10-01,NYG,@,TAM,L 23-25,4,4,Sun,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,2,2
Mike Gillislee,26.334,2017-10-01,NWE,,CAR,L 30-33,4,4,Sun,0,0,0,0,0,0,0,4.9,12,49,0,0,0,0,0,0,0
Latavius Murray,27.256,2017-10-01,MIN,,DET,L 7-14,4,4,Sun,0,0,0,0,0,0,0,4.9,7,21,0,2,8,0,0,0,0
Julius Thomas,29.096,2017-10-01,MIA,,NOR,L 0-20,3,4,Sun,0,0,0,0,0,0,0,4.9,0,0,0,2,29,0,0,0,0
Stephen Anderson,24.244,2017-10-01,HOU,,TEN,W 57-14,4,4,Sun,0,0,0,0,0,0,0,4.8,0,0,0,2,28,0,0,0,0
Antonio Gates,37.105,2017-10-01,LAC,,PHI,L 24-26,4,4,Sun,0,0,0,0,0,0,0,4.8,0,0,0,3,18,0,0,0,0
Jonathan Stewart,30.194,2017-10-01,CAR,@,NWE,W 33-30,4,4,Sun,0,0,0,0,0,0,0,4.8,14,68,0,0,0,0,1,0,0
Cole Beasley,28.158,2017-10-01,DAL,,LAR,L 30-35,4,4,Sun,0,0,0,0,0,0,0,4.7,0,0,0,3,17,0,0,0,0
Josh Doctson,24.303,2017-10-02,WAS,@,KAN,L 20-29,4,4,Mon,0,0,0,0,0,0,0,4.7,0,0,0,2,27,0,0,0,0
Eric Ebron,24.174,2017-10-01,DET,@,MIN,W 14-7,4,4,Sun,0,0,0,0,0,0,0,4.7,0,0,0,2,27,0,0,0,0
Mike Glennon,27.290,2017-09-28,CHI,@,GNB,L 14-35,4,4,Thu,21,33,63.64,218,1,2,1,4.7,1,0,0,0,0,0,2,0,0
D'Onta Foreman,21.160,2017-10-01,HOU,,TEN,W 57-14,4,4,Sun,0,0,0,0,0,0,0,4.5,13,45,0,0,0,0,0,0,0
Kenny Stills,25.162,2017-10-01,MIA,,NOR,L 0-20,3,4,Sun,0,0,0,0,0,0,0,4.3,0,0,0,3,13,0,1,0,0
Brandon Williams,29.354,2017-10-01,IND,@,SEA,L 18-46,4,4,Sun,0,0,0,0,0,0,0,4.2,0,0,0,1,32,0,0,0,0
Travis Benjamin,27.276,2017-10-01,LAC,,PHI,L 24-26,4,4,Sun,0,0,0,0,0,0,0,4.1,0,0,0,2,21,0,1,0,0
Brandon Coleman,25.101,2017-10-01,NOR,@,MIA,W 20-0,4,4,Sun,0,0,0,0,0,0,0,4.1,0,0,0,1,31,0,0,0,0
Coby Fleener,29.011,2017-10-01,NOR,@,MIA,W 20-0,4,4,Sun,0,0,0,0,0,0,0,4.1,0,0,0,2,21,0,0,0,0
Marcus Williams,26.191,2017-10-01,NYJ,,JAX,W 23-20,4,4,Sun,0,0,0,0,0,0,0,4.1,0,0,0,1,31,0,0,0,0
DeSean Jackson,30.304,2017-10-01,TAM,,NYG,W 25-23,3,4,Sun,0,0,0,0,0,0,0,4.0,0,0,0,2,20,0,0,0,0
Giorgio Tavecchio,27.077,2017-10-01,OAK,@,DEN,L 10-16,4,4,Sun,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,1,1
Adam Vinatieri,44.277,2017-10-01,IND,@,SEA,L 18-46,4,4,Sun,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,1,1
Melvin Gordon,24.171,2017-10-01,LAC,,PHI,L 24-26,4,4,Sun,0,0,0,0,0,0,0,3.9,10,22,0,1,7,0,0,0,0
Marqise Lee,25.310,2017-10-01,JAX,@,NYJ,L 20-23,4,4,Sun,0,0,0,0,0,0,0,3.8,0,0,0,2,18,0,0,0,0
Isaiah Crowell,24.266,2017-10-01,CLE,,CIN,L 7-31,4,4,Sun,0,0,0,0,0,0,0,3.7,7,20,0,1,7,0,0,0,0
DeShone Kizer,21.271,2017-10-01,CLE,,CIN,L 7-31,4,4,Sun,16,34,47.06,118,0,1,1,3.7,5,10,0,0,0,0,0,0,0
Brandon LaFell,30.331,2017-10-01,CIN,@,CLE,W 31-7,4,4,Sun,0,0,0,0,0,0,0,3.7,0,0,0,2,17,0,0,0,0
Jalen Richard,23.351,2017-10-01,OAK,@,DEN,L 10-16,4,4,Sun,0,0,0,0,0,0,0,3.7,2,7,0,1,20,0,0,0,0
Robert Woods,25.174,2017-10-01,LAR,@,DAL,W 35-30,4,4,Sun,0,0,0,0,0,0,0,3.7,0,0,0,2,17,0,0,0,0
Jeremy Hill,24.346,2017-10-01,CIN,@,CLE,W 31-7,4,4,Sun,0,0,0,0,0,0,0,3.6,6,16,0,1,10,0,1,0,0
Tyler Boyd,22.320,2017-10-01,CIN,@,CLE,W 31-7,4,4,Sun,0,0,0,0,0,0,0,3.5,0,0,0,2,15,0,0,0,0
Jamize Olawale,28.167,2017-10-01,OAK,@,DEN,L 10-16,4,4,Sun,0,0,0,0,0,0,0,3.5,1,2,0,2,13,0,0,0,0
Lee Smith,29.314,2017-10-01,OAK,@,DEN,L 10-16,4,4,Sun,0,0,0,0,0,0,0,3.5,0,0,0,2,15,0,0,0,0
Shane Vereen,28.152,2017-10-01,NYG,@,TAM,L 23-25,4,4,Sun,0,0,0,0,0,0,0,3.5,5,14,0,1,11,0,0,0,0
Tommy Bohanon,27.021,2017-10-01,JAX,@,NYJ,L 20-23,4,4,Sun,0,0,0,0,0,0,0,3.4,0,0,0,2,14,0,0,0,0
James Develin,29.070,2017-10-01,NWE,,CAR,L 30-33,4,4,Sun,0,0,0,0,0,0,0,3.4,0,0,0,2,14,0,0,0,0
Eric Decker,30.200,2017-10-01,TEN,@,HOU,L 14-57,4,4,Sun,0,0,0,0,0,0,0,3.3,0,0,0,2,13,0,0,0,0
Ryan Griffin,27.263,2017-10-01,HOU,,TEN,W 57-14,4,4,Sun,0,0,0,0,0,0,0,3.3,0,0,0,2,13,0,0,0,0
Jermaine Gresham,29.107,2017-10-01,ARI,,SFO,W 18-15,4,4,Sun,0,0,0,0,0,0,0,3.2,0,0,0,2,12,0,0,0,0
Kenyan Drake,23.248,2017-10-01,MIA,,NOR,L 0-20,3,4,Sun,0,0,0,0,0,0,0,3.1,1,6,0,2,5,0,0,0,0
David Njoku,21.083,2017-10-01,CLE,,CIN,L 7-31,4,4,Sun,0,0,0,0,0,0,0,3.1,0,0,0,2,11,0,0,0,0
Charles Sims,27.012,2017-10-01,TAM,,NYG,W 25-23,3,4,Sun,0,0,0,0,0,0,0,3.1,1,14,0,1,7,0,0,0,0
Mike Tolbert,31.312,2017-10-01,BUF,@,ATL,W 23-17,4,4,Sun,0,0,0,0,0,0,0,3.1,8,31,0,0,0,0,1,0,0
Matt Breida,22.215,2017-10-01,SFO,@,ARI,L 15-18,4,4,Sun,0,0,0,0,0,0,0,3.0,9,16,0,1,4,0,0,0,0
Corey Clement,22.333,2017-10-01,PHI,@,LAC,W 26-24,4,4,Sun,0,0,0,0,0,0,0,3.0,10,30,0,0,0,0,0,0,0
Amara Darboh,23.242,2017-10-01,SEA,,IND,W 46-18,4,4,Sun,0,0,0,0,0,0,0,3.0,0,0,0,2,10,0,0,0,0
Justin Tucker,27.314,2017-10-01,BAL,,PIT,L 9-26,4,4,Sun,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0
Amari Cooper,23.105,2017-10-01,OAK,@,DEN,L 10-16,4,4,Sun,0,0,0,0,0,0,0,2.9,0,0,0,2,9,0,0,0,0
Paul Perkins,22.319,2017-10-01,NYG,@,TAM,L 23-25,4,4,Sun,0,0,0,0,0,0,0,2.9,9,13,0,1,6,0,0,0,0
Marquise Goodwin,26.316,2017-10-01,SFO,@,ARI,L 15-18,4,4,Sun,0,0,0,0,0,0,0,2.8,0,0,0,1,18,0,0,0,0
Zay Jones,22.185,2017-10-01,BUF,@,ATL,W 23-17,4,4,Sun,0,0,0,0,0,0,0,2.8,0,0,0,1,18,0,0,0,0
Ty Montgomery,24.249,2017-09-28,GNB,,CHI,W 35-14,4,4,Thu,0,0,0,0,0,0,0,2.8,5,28,0,0,0,0,0,0,0
Phillip Dorsett,24.269,2017-10-01,NWE,,CAR,L 30-33,4,4,Sun,0,0,0,0,0,0,0,2.7,0,0,0,1,17,0,0,0,0
Samaje Perine,22.016,2017-10-02,WAS,@,KAN,L 20-29,4,4,Mon,0,0,0,0,0,0,0,2.7,6,27,0,0,0,0,0,0,0
Sammy Watkins,24.109,2017-10-01,LAR,@,DAL,W 35-30,4,4,Sun,0,0,0,0,0,0,0,2.7,0,0,0,1,17,0,0,0,0
James Conner,22.149,2017-10-01,PIT,@,BAL,W 26-9,4,4,Sun,0,0,0,0,0,0,0,2.6,4,26,0,0,0,0,0,0,0
Benny Cunningham,27.083,2017-09-28,CHI,@,GNB,L 14-35,4,4,Thu,0,0,0,0,0,0,0,2.6,5,26,0,0,0,0,0,0,0
Ryan Hewitt,26.250,2017-10-01,CIN,@,CLE,W 31-7,4,4,Sun,0,0,0,0,0,0,0,2.6,0,0,0,1,16,0,0,0,0
Kevin Hogan,24.346,2017-10-01,CLE,,CIN,L 7-31,4,4,Sun,5,8,62.50,65,0,0,1,2.6,0,0,0,0,0,0,0,0,0
Michael Roberts,23.147,2017-10-01,DET,@,MIN,W 14-7,4,4,Sun,0,0,0,0,0,0,0,2.5,0,0,0,1,15,0,0,0,0
Malcolm Brown,24.139,2017-10-01,LAR,@,DAL,W 35-30,4,4,Sun,0,0,0,0,0,0,0,2.4,1,0,0,1,14,0,0,0,0
Michael Hoomanawanui,29.089,2017-10-01,NOR,@,MIA,W 20-0,4,4,Sun,0,0,0,0,0,0,0,2.3,0,0,0,1,13,0,0,0,0
Robert Kelley,24.364,2017-10-02,WAS,@,KAN,L 20-29,4,4,Mon,0,0,0,0,0,0,0,2.3,7,23,0,0,0,0,0,0,0
Russell Shepard,27.014,2017-10-01,CAR,@,NWE,W 33-30,4,4,Sun,0,0,0,0,0,0,0,2.3,0,0,0,1,13,0,0,0,0
Jamaal Williams,22.178,2017-09-28,GNB,,CHI,W 35-14,4,4,Thu,0,0,0,0,0,0,0,2.3,4,11,0,1,2,0,0,0,0
Blake Bell,26.055,2017-10-01,MIN,,DET,L 7-14,4,4,Sun,0,0,0,0,0,0,0,2.2,0,0,0,1,12,0,0,0,0
EJ Manuel,27.196,2017-10-01,OAK,@,DEN,L 10-16,4,4,Sun,11,17,64.71,106,0,1,1,2.2,0,0,0,0,0,0,0,0,0
Chris Matthews,27.360,2017-10-01,BAL,,PIT,L 9-26,4,4,Sun,0,0,0,0,0,0,0,2.2,0,0,0,1,12,0,0,0,0
Theo Riddick,26.150,2017-10-01,DET,@,MIN,W 14-7,4,4,Sun,0,0,0,0,0,0,0,2.2,4,4,0,1,8,0,0,0,0
Derrick Coleman,26.348,2017-10-01,ATL,,BUF,L 17-23,4,4,Sun,0,0,0,0,0,0,0,2.1,0,0,0,1,11,0,0,0,0
Demaryius Thomas,29.280,2017-10-01,DEN,,OAK,W 16-10,4,4,Sun,0,0,0,0,0,0,0,2.1,0,0,0,1,11,0,0,0,0
C.J. Uzomah,24.260,2017-10-01,CIN,@,CLE,W 31-7,4,4,Sun,0,0,0,0,0,0,0,2.1,0,0,0,1,11,0,0,0,0
Connor Barth,31.170,2017-09-28,CHI,@,GNB,L 14-35,4,4,Thu,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2,2
Keelan Cole,24.164,2017-10-01,JAX,@,NYJ,L 20-23,4,4,Sun,0,0,0,0,0,0,0,2.0,0,0,0,1,10,0,0,0,0
Andre Holmes,29.107,2017-10-01,BUF,@,ATL,W 23-17,4,4,Sun,0,0,0,0,0,0,0,2.0,0,0,0,1,10,0,0,0,0
Aaron Ripkowski,24.282,2017-09-28,GNB,,CHI,W 35-14,4,4,Thu,0,0,0,0,0,0,0,2.0,1,4,0,1,6,0,0,0,0
Ryan Succop,31.012,2017-10-01,TEN,@,HOU,L 14-57,4,4,Sun,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2,2
Torrey Smith,28.248,2017-10-01,PHI,@,LAC,W 26-24,4,4,Sun,0,0,0,0,0,0,0,1.9,0,0,0,1,9,0,0,0,0
Kerwynn Williams,26.114,2017-10-01,ARI,,SFO,W 18-15,4,4,Sun,0,0,0,0,0,0,0,1.9,1,-1,0,1,10,0,0,0,0
Jason Witten,35.148,2017-10-01,DAL,,LAR,L 30-35,4,4,Sun,0,0,0,0,0,0,0,1.9,0,0,0,1,9,0,0,0,0
Gerald Everett,23.098,2017-10-01,LAR,@,DAL,W 35-30,4,4,Sun,0,0,0,0,0,0,0,1.8,0,0,0,1,8,0,0,0,0
Dion Sims,26.222,2017-09-28,CHI,@,GNB,L 14-35,4,4,Thu,0,0,0,0,0,0,0,1.8,0,0,0,1,8,0,0,0,0
Dontrelle Inman,28.243,2017-10-01,LAC,,PHI,L 24-26,4,4,Sun,0,0,0,0,0,0,0,1.7,0,0,0,1,7,0,0,0,0
Mohamed Sanu,28.040,2017-10-01,ATL,,BUF,L 17-23,4,4,Sun,0,0,0,0,0,0,0,1.7,1,4,0,1,3,0,0,0,0
Chris Thompson,26.347,2017-10-02,WAS,@,KAN,L 20-29,4,4,Mon,0,0,0,0,0,0,0,1.7,6,23,0,1,4,0,1,0,0
Breshad Perriman,24.021,2017-10-01,BAL,,PIT,L 9-26,4,4,Sun,0,0,0,0,0,0,0,1.6,0,0,0,1,6,0,0,0,0
Justin Hunter,26.134,2017-10-01,PIT,@,BAL,W 26-9,4,4,Sun,0,0,0,0,0,0,0,1.5,0,0,0,1,5,0,0,0,0
Kamar Aiken,28.124,2017-10-01,IND,@,SEA,L 18-46,4,4,Sun,0,0,0,0,0,0,0,1.4,0,0,0,1,4,0,0,0,0
Devontae Booker,25.127,2017-10-01,DEN,,OAK,W 16-10,4,4,Sun,0,0,0,0,0,0,0,1.4,3,14,0,0,0,0,0,0,0
Corey Grant,25.286,2017-10-01,JAX,@,NYJ,L 20-23,4,4,Sun,0,0,0,0,0,0,0,1.4,2,9,0,1,-5,0,0,0,0
Branden Oliver,26.147,2017-10-01,LAC,,PHI,L 24-26,4,4,Sun,0,0,0,0,0,0,0,1.3,2,1,0,1,2,0,0,0,0
Alfred Blue,26.157,2017-10-01,HOU,,TEN,W 57-14,4,4,Sun,0,0,0,0,0,0,0,1.2,4,12,0,0,0,0,0,0,0
Damiere Byrd,24.247,2017-10-01,CAR,@,NWE,W 33-30,4,4,Sun,0,0,0,0,0,0,0,1.2,1,12,0,0,0,0,0,0,0
Seth Devalve,24.245,2017-10-01,CLE,,CIN,L 7-31,4,4,Sun,0,0,0,0,0,0,0,1.2,0,0,0,1,2,0,0,0,0
Lac Edwards,25.157,2017-10-01,NYJ,,JAX,W 23-20,4,4,Sun,1,1,100.00,31,0,0,0,1.2,0,0,0,0,0,0,0,0,0
Marshawn Lynch,31.162,2017-10-01,OAK,@,DEN,L 10-16,4,4,Sun,0,0,0,0,0,0,0,1.2,9,12,0,0,0,0,0,0,0
Matt Jones,24.208,2017-10-01,IND,@,SEA,L 18-46,4,4,Sun,0,0,0,0,0,0,0,1.1,4,11,0,0,0,0,0,0,0
Tommylee Lewis,24.342,2017-10-01,NOR,@,MIA,W 20-0,4,4,Sun,0,0,0,0,0,0,0,1.1,0,0,0,1,1,0,0,0,0
Kai Forbath,30.029,2017-10-01,MIN,,DET,L 7-14,4,4,Sun,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,1
Zane Gonzalez,22.147,2017-10-01,CLE,,CIN,L 7-31,4,4,Sun,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,1
Lance Kendricks,29.241,2017-09-28,GNB,,CHI,W 35-14,4,4,Thu,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0
Derrick Henry,23.270,2017-10-01,TEN,@,HOU,L 14-57,4,4,Sun,0,0,0,0,0,0,0,0.7,6,7,0,0,0,0,0,0,0
Taywan Taylor,22.213,2017-10-01,TEN,@,HOU,L 14-57,4,4,Sun,0,0,0,0,0,0,0,0.6,1,6,0,0,0,0,0,0,0
Adrian Peterson,32.194,2017-10-01,NOR,@,MIA,W 20-0,4,4,Sun,0,0,0,0,0,0,0,0.4,4,4,0,0,0,0,0,0,0
DeAndre Washington,24.221,2017-10-01,OAK,@,DEN,L 10-16,4,4,Sun,0,0,0,0,0,0,0,0.4,1,4,0,0,0,0,0,0,0
Jamison Crowder,24.107,2017-10-02,WAS,@,KAN,L 20-29,4,4,Mon,0,0,0,0,0,0,0,0.3,0,0,0,1,-7,0,1,0,0
David Fluellen,25.245,2017-10-01,TEN,@,HOU,L 14-57,4,4,Sun,0,0,0,0,0,0,0,0.3,1,3,0,0,0,0,0,0,0
Darrius Heyward-Bey,30.217,2017-10-01,PIT,@,BAL,W 26-9,4,4,Sun,0,0,0,0,0,0,0,0.3,1,3,0,0,0,0,0,0,0
Peyton Barber,23.216,2017-10-01,TAM,,NYG,W 25-23,3,4,Sun,0,0,0,0,0,0,0,0.2,2,2,0,0,0,0,0,0,0
Matthew Dayes,23.028,2017-10-01,CLE,,CIN,L 7-31,4,4,Sun,0,0,0,0,0,0,0,0.2,1,2,0,0,0,0,0,0,0
Elijhaa Penny,24.045,2017-10-01,ARI,,SFO,W 18-15,4,4,Sun,0,0,0,0,0,0,0,0.1,1,1,0,0,0,0,0,0,0
Terrell Watson,24.040,2017-10-01,PIT,@,BAL,W 26-9,4,4,Sun,0,0,0,0,0,0,0,0.1,1,1,0,0,0,0,0,0,0
Damien Williams,25.181,2017-10-01,MIA,,NOR,L 0-20,3,4,Sun,0,0,0,0,0,0,0,0.1,1,1,0,0,0,0,0,0,0
Jared Abbrederis,26.288,2017-10-01,DET,@,MIN,W 14-7,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oday Aboushi,26.118,2017-10-01,SEA,,IND,W 46-18,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Acho,29.022,2017-09-28,CHI,@,GNB,L 14-35,4,4,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Acker,25.238,2017-10-02,KAN,,WAS,W 29-20,4,4,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Adams,24.338,2017-10-01,NYG,@,TAM,L 23-25,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Adams,21.349,2017-10-01,NYJ,,JAX,W 23-20,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerell Adams,24.274,2017-10-01,NYG,@,TAM,L 23-25,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Adams,36.191,2017-10-01,CAR,@,NWE,W 33-30,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrell Adams,25.173,2017-10-01,OAK,@,DEN,L 10-16,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jahleel Addae,27.250,2017-10-01,LAC,,PHI,L 24-26,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Addison,30.025,2017-10-01,CAR,@,NWE,W 33-30,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Agnew,22.181,2017-10-01,DET,@,MIN,W 14-7,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walt Aikens,26.104,2017-10-01,MIA,,NOR,L 0-20,3,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Alexander,26.001,2017-10-01,SEA,,IND,W 46-18,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominique Alexander,22.164,2017-10-01,CLE,,CIN,L 7-31,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Alexander,34.123,2017-10-01,BUF,@,ATL,W 23-17,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mackensie Alexander,23.323,2017-10-01,MIN,,DET,L 7-14,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maurice Alexander,26.227,2017-10-01,LAR,@,DAL,W 35-30,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vadal Alexander,23.192,2017-10-01,OAK,@,DEN,L 10-16,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Alford,28.334,2017-10-01,ATL,,BUF,L 17-23,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau Allen,25.321,2017-10-01,PHI,@,LAC,W 26-24,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Allen,23.345,2017-10-01,PIT,@,BAL,W 26-9,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Allen,24.033,2017-10-01,MIA,,NOR,L 0-20,3,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Allen,27.219,2017-10-01,NWE,,CAR,L 30-33,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Allen,27.266,2017-10-01,HOU,,TEN,W 57-14,4,4,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
