Name,Age,Date,Team,At,Opp,Result,Game Number,Week,Day,Passing Cmp,Passing Att,Passing Completion Percentage,Passing Yards,Passing TD,Passing Int,Passing Sack,Fantasy Points,Rushing Att,Rushing Yards,Rushing TD,Recv Rec,Recv Yards,Recv TD,Fumb,Extra Points,Extra Points Att
Ryan Succop,31.054,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,3,3
Thomas Rawls,24.098,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,5.9,10,27,0,2,12,0,0,0,0
Mohamed Sanu,28.082,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,5.9,0,0,0,3,29,0,0,0,0
Adam Shaheen,24.019,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,5.9,0,0,0,2,39,0,0,0,0
Damien Williams,25.224,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,5.9,9,19,0,2,20,0,0,0,0
Sammie Coates,24.226,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,5.8,0,0,0,2,38,0,0,0,0
Cody Latimer,25.033,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,5.8,0,0,0,3,28,0,0,0,0
Taywan Taylor,22.255,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,5.8,1,4,0,2,34,0,0,0,0
Kyle Juszczyk,26.203,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,5.7,1,0,0,5,27,0,1,0,0
Ryan Grant,26.328,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,5.5,0,0,0,3,25,0,0,0,0
Jordan Howard,23.010,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,5.4,15,54,0,0,0,0,0,0,0
Tavarres King,27.121,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,5.3,1,11,0,2,22,0,0,0,0
Alfred Morris,28.335,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,5.3,11,53,0,0,0,0,0,0,0
Paul Richardson,25.210,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,5.3,0,0,0,1,43,0,0,0,0
Derrick Henry,23.312,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,5.2,11,52,0,0,0,0,0,0,0
Patrick DiMarco,28.196,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,5.1,1,0,0,3,21,0,0,0,0
Doug Martin,28.303,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,5.1,20,51,0,0,0,0,0,0,0
Stephen Anderson,24.286,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,5.0,0,0,0,2,30,0,0,0,0
Jordy Nelson,32.165,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,5.0,0,0,0,3,20,0,0,0,0
Adam Vinatieri,44.319,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,2,2
Marcedes Lewis,33.177,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,4.9,0,0,0,2,29,0,0,0,0
Tom Savage,27.200,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,18,36,50.00,221,1,2,3,4.8,2,0,0,0,0,0,2,0,0
John Brown,27.220,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,4.7,0,0,0,2,27,0,0,0,0
Marlon Mack,21.250,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,0,0,0,0,0,0,0,4.6,7,7,0,2,19,0,0,0,0
Mike Williams,23.039,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,4.4,0,0,0,2,24,0,0,0,0
Cole Beasley,28.200,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,4.3,0,0,0,2,23,0,0,0,0
Daniel Brown,25.170,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,4.3,0,0,0,2,23,0,0,0,0
T.Y. Hilton,27.363,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,0,0,0,0,0,0,0,4.3,0,0,0,2,23,0,0,0,0
Benny Cunningham,27.128,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,4.2,1,0,0,3,32,0,1,0,0
Tyler Higbee,24.315,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,4.2,0,0,0,2,22,0,0,0,0
Nick Vannett,24.248,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,4.2,0,0,0,2,22,0,0,0,0
Brice Butler,27.287,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,4.0,0,0,0,1,30,0,0,0,0
Chandler Catanzaro,26.259,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,1,1
Brandon Coleman,25.143,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,4.0,0,0,0,1,30,0,0,0,0
Phil Dawson,42.290,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,1,2
Steven Hauschka,32.136,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,1,1
Jonnu Smith,22.082,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,4.0,0,0,0,2,20,0,0,0,0
Devontae Booker,25.169,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,3.9,8,24,0,1,5,0,0,0,0
Eric Decker,30.242,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,3.9,0,0,0,2,19,0,0,0,0
Jamaal Charles,30.320,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,3.8,8,38,0,0,0,0,0,0,0
Adam Humphries,24.292,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,3.7,0,0,0,2,17,0,0,0,0
James Develin,29.112,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,3.6,0,0,0,2,16,0,0,0,0
Phillip Dorsett,24.311,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,3.6,0,0,0,2,16,0,0,0,0
Will Fuller,23.210,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,3.5,0,0,0,2,15,0,0,0,0
Ricardo Louis,23.234,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,3.5,0,0,0,2,15,0,0,0,0
Mike Tolbert,31.354,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,3.5,2,-2,0,2,17,0,0,0,0
Robert Kelley,25.040,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,3.4,4,10,0,2,4,0,0,0,0
Jaron Brown,27.305,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,3.3,0,0,0,2,13,0,0,0,0
Charles Clay,28.272,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,3.3,0,0,0,2,13,0,0,0,0
Pharoh Cooper,22.250,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,3.2,0,0,0,2,12,0,0,0,0
Marvin Jones,27.245,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,3.2,0,0,0,1,22,0,0,0,0
Adrian Peterson,32.233,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,3.2,21,29,0,1,13,0,1,0,0
Lance Dunbar,27.291,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,3.1,5,31,0,0,0,0,0,0,0
C.J. Fiedorowicz,26.021,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,3.0,0,0,0,2,10,0,0,0,0
Adoree' Jackson,22.055,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,3.0,3,30,0,0,0,0,0,0,0
Cody Parkey,25.267,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,3,3
Jack Doyle,27.191,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,0,0,0,0,0,0,0,2.9,0,0,0,2,9,0,0,0,0
Tyrod Taylor,28.101,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,9,18,50.00,56,0,1,2,2.9,3,27,0,0,0,0,0,0,0
JJ Nelson,25.199,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,2.7,0,0,0,1,17,0,0,0,0
Tyler Lockett,25.042,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,2.6,0,0,0,1,16,0,0,0,0
Bilal Powell,29.016,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,2.6,10,30,0,1,6,0,1,0,0
Aaron Ripkowski,24.327,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,2.5,2,3,0,1,12,0,0,0,0
Jordan Matthews,25.119,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,2.4,0,0,0,1,14,0,0,0,0
Terron Ward,25.270,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,2.3,9,23,0,0,0,0,0,0,0
Brenton Bersin,27.188,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,2.2,0,0,0,1,12,0,0,0,0
Wayne Gallman,23.042,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,2.2,3,22,0,0,0,0,0,0,0
Aaron Jones,22.345,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,2.2,3,12,0,1,0,0,0,0,0
Aldrick Robinson,29.049,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,2.2,0,0,0,1,12,0,0,0,0
Derek Watt,25.005,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,2.2,0,0,0,1,12,0,0,0,0
Tarik Cohen,22.109,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,2.1,1,1,0,1,10,0,0,0,0
Jaydon Mickens,23.205,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,2.1,0,0,0,1,11,0,0,0,0
Cameron Brate,26.132,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,2.0,0,0,0,1,10,0,0,0,0
Randy Bullock,27.331,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2,3
Alex Erickson,25.006,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,2.0,2,6,0,1,4,0,0,0,0
Levine Toilolo,26.105,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,2.0,0,0,0,1,10,0,0,0,0
Dwayne Washington,23.202,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,2.0,0,0,0,1,10,0,0,0,0
Lance Kendricks,29.286,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,1.9,0,0,0,1,9,0,0,0,0
Terrance Williams,28.055,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,1.9,0,0,0,1,9,0,0,0,0
D'Onta Foreman,21.202,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,1.8,7,18,0,0,0,0,0,0,0
Richard Rodgers,25.294,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,1.8,0,0,0,1,8,0,0,0,0
Hunter Henry,22.340,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,1.7,0,0,0,1,7,0,0,0,0
Josh Malone,21.236,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,1.6,0,0,0,1,6,0,0,0,0
Kaelin Clay,25.314,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,1.5,0,0,0,1,5,0,0,0,0
Brian Hoyer,32.030,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,3,3,100.00,37,0,0,0,1.5,0,0,0,0,0,0,0,0,0
Deonte Thompson,28.271,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,1.5,1,-5,0,1,10,0,0,0,0
Jeff Heuerman,24.353,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,1.4,0,0,0,1,4,0,0,0,0
Michael Hoomanawanui,29.131,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,1.4,0,0,0,1,4,0,0,0,0
Tyler Kroft,25.028,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,1.4,0,0,0,1,4,0,0,0,0
ArDarius Stewart,23.339,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,1.4,1,4,0,1,0,0,0,0,0
Travis Benjamin,27.318,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,1.3,1,13,0,0,0,0,0,0,0
Amara Darboh,23.281,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,1.3,0,0,0,1,3,0,0,0,0
Antonio Gates,37.147,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,1.3,0,0,0,1,3,0,0,0,0
Ted Ginn,32.214,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,1.3,0,0,0,1,3,0,0,0,0
David Njoku,21.125,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,1.3,0,0,0,1,3,0,0,0,0
James Conner,22.191,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,1.2,1,12,0,0,0,0,0,0,0
A.J. Derby,26.053,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,1.2,0,0,0,1,2,0,0,0,0
T.J. Jones,25.116,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,1.2,0,0,0,1,2,0,0,0,0
Jacquizz Rodgers,27.279,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,1.2,3,12,0,0,0,0,0,0,0
Eli Rogers,24.324,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,1.2,0,0,0,1,2,0,0,0,0
Keith Smith,25.218,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,1.1,0,0,0,1,1,0,0,0,0
Alfred Blue,26.199,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,1.0,4,10,0,0,0,0,0,0,0
Ka'imi Fairbairn,23.287,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,1
Mike Nugent,35.255,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,1
Zach Line,27.170,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,0.9,1,9,0,0,0,0,0,0,0
Derrick Coleman,27.025,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,0.8,2,8,0,0,0,0,0,0,0
Chris Ivory,29.235,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0.6,1,1,0,1,-5,0,0,0,0
Devonta Freeman,25.242,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,0.3,2,3,0,0,0,0,0,0,0
C.J. Ham,24.113,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,0.3,1,3,0,0,0,0,0,0,0
Andy Janovich,24.173,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,0.3,1,3,0,0,0,0,0,0,0
C.J. Prosise,23.173,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,0.3,3,3,0,0,0,0,0,0,0
Tavon Austin,27.242,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,0.2,5,2,0,0,0,0,0,0,0
Hroniss Grasu,26.092,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,0.2,0,0,0,0,2,0,0,0,0
Johnny Hekker,27.277,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,1,1,100.00,6,0,0,0,0.2,0,0,0,0,0,0,0,0,0
Cody Kessler,24.185,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,1,3,33.33,5,0,0,3,0.2,0,0,0,0,0,0,0,0,0
Brandon Bolden,27.290,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,0.1,2,1,0,0,0,0,0,0,0
Jalston Fowler,27.109,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,0.1,1,1,0,0,0,0,0,0,0
Braxton Miller,24.347,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,0.1,1,1,0,0,0,0,0,0,0
Jared Abbrederis,26.330,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oday Aboushi,26.157,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Acho,29.067,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Adams,25.015,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Adams,22.026,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerell Adams,24.316,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Adams,36.234,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montravius Adams,22.111,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jahleel Addae,27.292,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Addison,30.068,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Agnew,22.223,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walt Aikens,26.147,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Alexander,26.040,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwon Alexander,23.101,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Alexander,34.165,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mackensie Alexander,24.000,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Alford,29.011,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Allen,24.076,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Allen,27.308,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Allen,25.329,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Allen,27.257,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geronimo Allison,23.298,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiko Alonso,27.091,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyson Alualu,30.184,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Amos,24.197,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince Amukamara,28.159,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Anderson,26.016,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Anderson,23.092,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zaire Anderson,25.086,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Andrews,25.125,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Anger,29.037,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli Apple,22.095,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Armah,23.180,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terron Armstead,26.112,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray-Ray Armstrong,26.252,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Ash,25.100,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geno Atkins,29.229,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremiah Attaochu,24.299,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Ayers,32.067,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson Bademosi,27.112,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Budda Baker,21.303,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Baker,30.035,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Bakhtiari,26.043,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Banjo,27.259,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Banks,23.122,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Banner,23.322,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Barbre,33.143,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Barr,25.239,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaquil Barrett,24.360,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Barron,28.016,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Barwin,31.028,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarell Basham,23.239,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daren Bates,26.350,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelvin Beachum,28.157,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zane Beadles,30.358,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vic Beasley,25.127,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendell Beckwith,22.345,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Bell,26.097,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byron Bell,28.299,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
