Name,Age,Date,Team,At,Opp,Result,Game Number,Week,Day,Passing Cmp,Passing Att,Passing Completion Percentage,Passing Yards,Passing TD,Passing Int,Passing Sack,Fantasy Points,Rushing Att,Rushing Yards,Rushing TD,Recv Rec,Recv Yards,Recv TD,Fumb,Extra Points,Extra Points Att
Mitch Trubisky,23.084,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,21,35,60.00,297,1,0,5,15.9,0,0,0,0,0,0,0,0,0
Tevin Coleman,24.210,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,15.8,20,83,1,1,5,0,0,0,0
Jacoby Brissett,23.336,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,14,24,58.33,222,2,1,3,15.6,4,7,0,0,0,0,0,0,0
Demaryius Thomas,29.322,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,15.4,0,0,0,5,44,1,0,0,0
Rex Burkhead,27.133,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,15.3,10,36,0,3,27,1,0,0,0
Philip Rivers,35.339,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,21,37,56.76,235,2,1,0,15.3,2,-1,0,0,0,0,1,0,0
Jarvis Landry,24.350,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,15.2,0,0,0,5,42,1,0,0,0
Evan Engram,23.071,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,15.1,0,0,0,6,31,1,0,0,0
Drew Stanton,33.186,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,24,47,51.06,273,1,0,2,15.0,1,1,0,0,0,0,0,0,0
Dontrelle Inman,28.285,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,14.8,0,0,0,6,88,0,0,0,0
Duke Johnson,23.354,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,14.8,10,54,0,6,34,0,0,0,0
Ty Montgomery,24.294,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,14.8,6,54,1,2,14,0,0,0,0
Andy Dalton,30.014,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,20,35,57.14,265,2,0,1,14.6,1,0,0,0,0,0,2,0,0
Vernon Davis,33.285,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,14.6,0,0,0,7,76,0,0,0,0
Matt Ryan,32.179,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,22,29,75.86,215,2,1,1,14.6,0,0,0,0,0,0,0,0,0
Doug Baldwin,29.049,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,14.5,0,0,0,5,95,0,0,0,0
Jay Cutler,34.198,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,22,37,59.46,213,2,1,0,14.4,1,-1,0,0,0,0,0,0,0
DeSean Jackson,30.346,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,14.2,0,0,0,6,82,0,0,0,0
Bruce Ellington,26.082,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,14.1,0,0,0,4,41,1,0,0,0
Brett Hundley,24.150,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,18,25,72.00,212,1,0,3,14.1,2,16,0,0,0,0,0,0,0
Drew Brees,38.301,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,18,25,72.00,184,0,0,0,14.0,2,6,1,0,0,0,0,0,0
Allen Hurns,26.000,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,14.0,0,0,0,7,70,0,0,0,0
Nick Rose,23.191,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,3,3
Josh Bellamy,28.178,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,13.7,0,0,0,2,57,1,0,0,0
Theo Riddick,26.192,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,13.7,4,35,0,3,12,1,0,0,0
Brandin Cooks,24.048,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,13.4,0,0,0,6,74,0,0,0,0
Dak Prescott,24.106,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,20,30,66.67,176,0,0,8,13.2,6,42,1,0,0,0,2,0,0
Mason Crosby,33.070,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,2,2
Maurice Harris,25.001,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,13.0,0,0,0,2,50,1,0,0,0
Wil Lutz,23.128,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,5,6
Donte Moncrief,24.098,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,0,0,0,0,0,0,0,13.0,0,0,0,1,60,1,0,0,0
Jason Witten,35.190,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,12.9,0,0,0,7,59,0,0,0,0
Cameron Artis-Payne,27.143,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,12.8,7,68,1,0,0,0,0,0,0
Matt Breida,22.257,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,12.8,9,55,1,1,3,0,0,0,0
Orleans Darkwa,25.257,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,12.8,14,70,0,2,18,0,0,0,0
Latavius Murray,27.298,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,12.8,17,68,1,0,0,0,0,0,0
Austin Seferian-Jenkins,25.044,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,12.7,0,0,0,6,67,0,0,0,0
DeVante Parker,24.297,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,12.6,0,0,0,6,66,0,0,0,0
Ameer Abdullah,24.152,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,12.5,11,52,1,1,3,0,0,0,0
Josh McCown,38.131,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,23,39,58.97,262,1,1,6,12.5,0,0,0,0,0,0,1,0,0
Carlos Hyde,27.053,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,12.4,17,98,0,2,6,0,0,0,0
Ed Dickson,30.111,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,12.3,0,0,0,3,33,1,0,0,0
Roger Lewis,23.350,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,12.3,0,0,0,3,33,1,0,0,0
Delanie Walker,33.092,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,12.3,0,0,0,6,63,0,0,0,0
Jamison Crowder,24.148,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,12.1,1,5,0,4,76,0,0,0,0
Sammy Watkins,24.151,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,12.1,0,0,0,2,41,1,0,0,0
Andre Ellington,28.279,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,12.0,2,4,1,3,26,0,0,0,0
Charles Sims,27.054,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,12.0,3,20,0,3,10,1,0,0,0
Eric Ebron,24.216,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,11.9,0,0,0,2,39,1,0,0,0
Kenny Britt,29.054,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,11.8,0,0,0,2,38,1,0,0,0
Chris Godwin,21.258,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,11.8,0,0,0,5,68,0,0,0,0
Julio Jones,28.282,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,11.7,0,0,0,6,57,0,0,0,0
Kenny Stills,25.205,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,11.7,0,0,0,5,67,0,0,0,0
Corey Grant,25.328,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,11.6,1,56,1,0,0,0,0,0,0
Rob Gronkowski,28.182,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,11.4,0,0,0,4,74,0,0,0,0
Matt Bryant,42.167,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,3,3
Stephen Gostkowski,33.288,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,5,5
Joe Mixon,21.111,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,11.0,9,37,1,1,3,0,0,0,0
Jonathan Stewart,30.237,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,11.0,17,110,0,0,0,0,0,0,0
T.J. Yeldon,24.041,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,11.0,3,11,0,6,39,0,0,0,0
Trey Edmunds,22.317,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,10.8,9,48,1,0,0,0,0,0,0
James White,25.282,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,10.8,2,7,0,3,11,1,0,0,0
Cooper Kupp,24.150,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,10.7,0,0,0,6,47,0,0,0,0
Brock Osweiler,26.355,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,18,33,54.55,221,1,1,0,10.7,1,-1,0,0,0,0,0,0,0
Ryan Fitzpatrick,34.353,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,17,34,50.00,187,1,1,1,10.4,3,9,0,0,0,0,0,0,0
Taylor Gabriel,26.268,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,10.3,1,15,0,3,58,0,0,0,0
Connor Barth,31.215,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,1,1
Kai Forbath,30.071,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,5,5
Rishard Matthews,28.031,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,10.0,0,0,0,5,50,0,0,0,0
Brandon McManus,26.110,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,1,1
Giovani Bernard,25.355,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,9.8,2,10,0,5,38,0,0,0,0
Elijah McGuire,23.164,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,9.8,8,22,0,4,36,0,0,0,0
Chris Thompson,27.023,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,9.7,9,26,0,3,41,0,0,0,0
Vance McDonald,27.152,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,9.6,0,0,0,2,16,1,0,0,0
Kendall Wright,28.000,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,9.6,0,0,0,5,46,0,0,0,0
Curtis Samuel,21.094,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,9.5,0,0,0,5,45,0,0,0,0
Keenan Allen,25.199,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,9.4,1,6,0,4,48,0,0,0,0
Melvin Gordon,24.213,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,9.2,16,27,0,5,15,0,0,0,0
Keelan Cole,24.206,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,9.1,0,0,0,3,61,0,0,0,0
Randall Cobb,27.082,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,9.0,4,8,0,3,52,0,0,0,0
Seth Devalve,24.287,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,9.0,0,0,0,4,70,0,1,0,0
Graham Gano,30.218,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,6,6
LeSean McCoy,29.123,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,9.0,8,49,0,3,11,0,1,0,0
Patrick Murray,26.143,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0
Julius Thomas,29.139,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,8.8,0,0,0,2,8,1,0,0,0
Justin Hardy,25.329,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,8.7,0,0,0,2,7,1,0,0,0
Kyle Rudolph,28.003,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,8.7,0,0,0,5,37,0,0,0,0
J.D. McKissic,24.086,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,8.6,5,26,0,4,20,0,0,0,0
Kenny Golladay,24.009,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,8.4,0,0,0,2,64,0,0,0,0
Lamar Miller,26.201,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,8.4,11,60,0,1,14,0,0,0,0
Jamaal Williams,22.223,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,8.4,20,67,0,1,7,0,0,0,0
Martavis Bryant,25.327,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,8.3,1,-9,0,3,42,0,0,0,0
Dwayne Allen,27.261,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,8.1,0,0,0,1,11,1,0,0,0
Matt Prater,33.094,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,5,5
Blair Walsh,27.305,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,2,2
Dez Bryant,29.008,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,7.9,0,0,0,4,39,0,0,0,0
Shane Vereen,28.194,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,7.8,5,11,0,4,27,0,0,0,0
Antonio Brown,29.125,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,7.7,0,0,0,3,47,0,0,0,0
Nick O'Leary,25.073,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,7.7,0,0,0,1,7,1,0,0,0
Jarius Wright,27.352,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,7.7,0,0,0,1,7,1,0,0,0
Danny Amendola,32.010,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,7.6,0,0,0,4,36,0,0,0,0
Jermaine Kearse,27.279,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,7.5,0,0,0,4,35,0,0,0,0
Rashard Higgins,23.036,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,7.4,0,0,0,4,34,0,0,0,0
Kelvin Benjamin,26.280,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,7.2,0,0,0,3,42,0,0,0,0
Kendrick Bourne,22.100,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,7.2,0,0,0,3,42,0,0,0,0
Nathan Peterman,23.192,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,7,10,70.00,79,1,0,0,7.2,0,0,0,0,0,0,0,0,0
Frank Gore,34.182,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,0,0,0,0,0,0,0,7.1,17,54,0,1,7,0,0,0,0
David Morgan,24.177,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,7.1,0,0,0,1,1,1,0,0,0
Josh Doctson,24.344,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,7.0,0,0,0,4,30,0,0,0,0
Robbie Gould,35.317,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,4,4
Nick Novak,36.083,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,2,2
Samaje Perine,22.057,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,7.0,9,35,0,1,25,0,0,0,0
Aldrick Rosas,22.317,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,1,1
Russell Shepard,27.057,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,7.0,0,0,0,3,40,0,0,0,0
Rod Smith,25.306,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,6.9,3,14,0,4,15,0,0,0,0
Tyrell Williams,25.273,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,6.9,0,0,0,2,49,0,0,0,0
Martellus Bennett,30.247,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,6.8,0,0,0,3,38,0,0,0,0
Corey Davis,22.305,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,6.8,0,0,0,4,48,0,1,0,0
Louis Murphy,30.185,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,6.8,0,0,0,2,48,0,0,0,0
Jerick McKinnon,25.193,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,6.7,10,32,0,2,15,0,0,0,0
Leonard Fournette,22.298,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,6.6,17,33,0,2,13,0,0,0,0
C.J. Anderson,26.275,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,6.5,10,54,0,1,1,0,0,0,0
Chad Hansen,22.298,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,6.3,0,0,0,3,33,0,0,0,0
Chris Boswell,26.241,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,1
Zane Gonzalez,22.189,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,3,3
Josh Lambo,26.358,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,1
