Name,Age,Date,Team,At,Opp,Result,Game Number,Week,Day,Passing Cmp,Passing Att,Passing Completion Percentage,Passing Yards,Passing TD,Passing Int,Passing Sack,Fantasy Points,Rushing Att,Rushing Yards,Rushing TD,Recv Rec,Recv Yards,Recv TD,Fumb,Extra Points,Extra Points Att
Taylor Gabriel,27.225,2018-09-30,CHI,,TAM,W 48-10,4,4,Sun,0,0,0,0,0,0,0,30.4,1,10,0,7,104,2,0,0,0
Marcus Mariota,24.335,2018-09-30,TEN,,PHI,W 26-23,4,4,Sun,30,43,69.77,344,2,1,3,30.4,10,46,1,0,0,0,1,0,0
Matt Ryan,33.136,2018-09-30,ATL,,CIN,L 36-37,4,4,Sun,29,39,74.36,419,3,0,3,29.3,2,5,0,0,0,0,0,0,0
Mike Davis,25.223,2018-09-30,SEA,@,ARI,W 20-17,4,4,Sun,0,0,0,0,0,0,0,28.4,21,101,2,4,23,0,0,0,0
Nyheim Hines,21.322,2018-09-30,IND,,HOU,L 34-37,4,4,Sun,0,0,0,0,0,0,0,28.3,4,10,0,9,63,2,0,0,0
Adam Thielen,28.036,2018-09-27,MIN,@,LAR,L 31-38,4,4,Thu,0,0,0,0,0,0,0,27.5,0,0,0,8,135,1,0,0,0
Amari Cooper,24.104,2018-09-30,OAK,,CLE,W 45-42,4,4,Sun,0,0,0,0,0,0,0,26.8,0,0,0,8,128,1,0,0,0
Kareem Hunt,23.056,2018-10-01,KAN,@,DEN,W 27-23,4,4,Mon,0,0,0,0,0,0,0,26.5,19,121,1,3,54,0,0,0,0
Julio Jones,29.239,2018-09-30,ATL,,CIN,L 36-37,4,4,Sun,0,0,0,0,0,0,0,26.3,0,0,0,9,173,0,0,0,0
Sterling Shepard,25.232,2018-09-30,NYG,,NOR,L 18-33,4,4,Sun,0,0,0,0,0,0,0,25.7,0,0,0,10,77,1,0,0,0
Giovani Bernard,26.312,2018-09-30,CIN,@,ATL,W 37-36,4,4,Sun,0,0,0,0,0,0,0,25.6,15,69,2,4,27,0,0,0,0
Brandin Cooks,25.002,2018-09-27,LAR,,MIN,W 38-31,4,4,Thu,0,0,0,0,0,0,0,25.6,1,10,0,7,116,1,1,0,0
Todd Gurley,24.055,2018-09-27,LAR,,MIN,W 38-31,4,4,Thu,0,0,0,0,0,0,0,25.6,17,83,0,4,73,1,0,0,0
Andy Dalton,30.336,2018-09-30,CIN,@,ATL,W 37-36,4,4,Sun,29,41,70.73,337,3,1,3,24.8,2,13,0,0,0,0,0,0,0
Alshon Jeffery,28.228,2018-09-30,PHI,@,TEN,L 23-26,4,4,Sun,0,0,0,0,0,0,0,24.5,0,0,0,8,105,1,1,0,0
George Kittle,24.356,2018-09-30,SFO,@,LAC,L 27-29,4,4,Sun,0,0,0,0,0,0,0,24.5,0,0,0,6,125,1,0,0,0
Blake Bortles,26.155,2018-09-30,JAX,,NYJ,W 31-12,4,4,Sun,29,38,76.32,388,2,1,2,24.3,3,28,0,0,0,0,1,0,0
Stefon Diggs,24.302,2018-09-27,MIN,@,LAR,L 31-38,4,4,Thu,0,0,0,0,0,0,0,23.3,0,0,0,11,123,0,0,0,0
T.J. Yeldon,24.363,2018-09-30,JAX,,NYJ,W 31-12,4,4,Sun,0,0,0,0,0,0,0,23.0,18,52,1,3,48,1,1,0,0
Patrick Mahomes,23.014,2018-10-01,KAN,@,DEN,W 27-23,4,4,Mon,28,45,62.22,304,1,0,1,22.9,3,7,1,0,0,0,1,0,0
Nick Chubb,22.277,2018-09-30,CLE,@,OAK,L 42-45,4,4,Sun,0,0,0,0,0,0,0,22.5,3,105,2,0,0,0,0,0,0
Joe Flacco,33.257,2018-09-30,BAL,@,PIT,W 26-14,4,4,Sun,28,42,66.67,363,2,0,2,22.2,2,-3,0,0,0,0,0,0,0
Saquon Barkley,21.233,2018-09-30,NYG,,NOR,L 18-33,4,4,Sun,0,0,0,0,0,0,0,22.0,10,44,1,6,56,0,0,0,0
Donte Moncrief,25.055,2018-09-30,JAX,,NYJ,W 31-12,4,4,Sun,0,0,0,0,0,0,0,21.9,0,0,0,5,109,1,0,0,0
Keke Coutee,21.259,2018-09-30,HOU,@,IND,W 37-34,4,4,Sun,0,0,0,0,0,0,0,21.7,2,-2,0,11,109,0,0,0,0
Philip Rivers,36.296,2018-09-30,LAC,,SFO,W 29-27,4,4,Sun,25,39,64.10,250,3,1,1,21.7,4,-3,0,0,0,0,0,0,0
Calvin Ridley,23.284,2018-09-30,ATL,,CIN,L 36-37,4,4,Sun,0,0,0,0,0,0,0,21.5,1,1,0,4,54,2,0,0,0
Zach Ertz,27.324,2018-09-30,PHI,@,TEN,L 23-26,4,4,Sun,0,0,0,0,0,0,0,21.2,0,0,0,10,112,0,0,0,0
Dede Westbrook,24.313,2018-09-30,JAX,,NYJ,W 31-12,4,4,Sun,0,0,0,0,0,0,0,21.1,1,11,0,9,130,0,1,0,0
Robert Woods,26.170,2018-09-27,LAR,,MIN,W 38-31,4,4,Thu,0,0,0,0,0,0,0,21.1,0,0,0,5,101,1,0,0,0
Tyler Boyd,23.319,2018-09-30,CIN,@,ATL,W 37-36,4,4,Sun,0,0,0,0,0,0,0,21.0,0,0,0,11,100,0,0,0,0
John Brown,28.180,2018-09-30,BAL,@,PIT,W 26-14,4,4,Sun,0,0,0,0,0,0,0,20.9,1,3,0,3,116,1,0,0,0
Travis Kelce,28.361,2018-10-01,KAN,@,DEN,W 27-23,4,4,Mon,0,0,0,0,0,0,0,20.8,0,0,0,7,78,1,0,0,0
Matthew Stafford,30.235,2018-09-30,DET,@,DAL,L 24-26,4,4,Sun,24,30,80.00,307,2,0,3,20.8,2,5,0,0,0,0,0,0,0
Carson Wentz,25.274,2018-09-30,PHI,@,TEN,L 23-26,4,4,Sun,33,50,66.00,348,2,0,4,20.7,2,8,0,0,0,0,1,0,0
Tom Brady,41.058,2018-09-30,NWE,,MIA,W 38-7,4,4,Sun,23,35,65.71,274,3,2,0,19.0,0,0,0,0,0,0,0,0,0
Marshawn Lynch,32.161,2018-09-30,OAK,,CLE,W 45-42,4,4,Sun,0,0,0,0,0,0,0,18.7,20,130,0,3,27,0,0,0,0
Chester Rogers,24.261,2018-09-30,IND,,HOU,L 34-37,4,4,Sun,0,0,0,0,0,0,0,18.5,0,0,0,8,85,0,0,0,0
Dak Prescott,25.063,2018-09-30,DAL,,DET,W 26-24,4,4,Sun,17,27,62.96,255,2,0,3,18.4,3,2,0,0,0,0,1,0,0
David Johnson,26.288,2018-09-30,ARI,,SEA,L 17-20,4,4,Sun,0,0,0,0,0,0,0,18.2,22,71,1,3,41,0,1,0,0
C.J. Beathard,24.318,2018-09-30,SFO,@,LAC,L 27-29,4,4,Sun,23,37,62.16,298,2,2,1,17.8,7,19,0,0,0,0,1,0,0
A.J. Green,30.061,2018-09-30,CIN,@,ATL,W 37-36,4,4,Sun,0,0,0,0,0,0,0,17.8,0,0,0,4,78,1,0,0,0
Jordy Nelson,33.122,2018-09-30,OAK,,CLE,W 45-42,4,4,Sun,0,0,0,0,0,0,0,17.8,0,0,0,5,48,1,0,0,0
Zach Pascal,23.286,2018-09-30,IND,,HOU,L 34-37,4,4,Sun,0,0,0,0,0,0,0,17.6,0,0,0,6,56,1,0,0,0
Aldrick Robinson,30.003,2018-09-27,MIN,@,LAR,L 31-38,4,4,Thu,0,0,0,0,0,0,0,17.3,0,0,0,2,33,2,0,0,0
Antonio Brown,30.082,2018-09-30,PIT,,BAL,L 14-26,4,4,Sun,0,0,0,0,0,0,0,17.2,0,0,0,5,62,1,0,0,0
Sony Michel,23.225,2018-09-30,NWE,,MIA,W 38-7,4,4,Sun,0,0,0,0,0,0,0,17.2,25,112,1,0,0,0,0,0,0
Mohamed Sanu,29.039,2018-09-30,ATL,,CIN,L 36-37,4,4,Sun,0,0,0,0,0,0,0,17.1,0,0,0,6,111,0,0,0,0
Trey Burton,26.336,2018-09-30,CHI,,TAM,W 48-10,4,4,Sun,0,0,0,0,0,0,0,16.6,0,0,0,2,86,1,0,0,0
DeSean Jackson,31.303,2018-09-30,TAM,@,CHI,L 10-48,4,4,Sun,0,0,0,0,0,0,0,16.2,0,0,0,5,112,0,0,0,0
Davante Adams,25.280,2018-09-30,GNB,,BUF,W 22-0,4,4,Sun,0,0,0,0,0,0,0,16.1,0,0,0,8,81,0,0,0,0
Phillip Lindsay,24.069,2018-10-01,DEN,,KAN,L 23-27,4,4,Mon,0,0,0,0,0,0,0,15.9,12,69,1,2,10,0,0,0,0
Dion Lewis,28.003,2018-09-30,TEN,,PHI,W 26-23,4,4,Sun,0,0,0,0,0,0,0,15.6,4,0,0,9,66,0,0,0,0
Phillip Dorsett,25.268,2018-09-30,NWE,,MIA,W 38-7,4,4,Sun,0,0,0,0,0,0,0,15.5,0,0,0,4,55,1,0,0,0
T.Y. Hilton,28.320,2018-09-30,IND,,HOU,L 34-37,4,4,Sun,0,0,0,0,0,0,0,15.5,0,0,0,4,115,0,0,0,0
Cordarrelle Patterson,27.197,2018-09-30,NWE,,MIA,W 38-7,4,4,Sun,0,0,0,0,0,0,0,15.5,1,11,0,3,54,1,0,0,0
Aaron Jones,23.302,2018-09-30,GNB,,BUF,W 22-0,4,4,Sun,0,0,0,0,0,0,0,15.2,11,65,1,1,17,0,0,0,0
Eric Ebron,25.173,2018-09-30,IND,,HOU,L 34-37,4,4,Sun,0,0,0,0,0,0,0,15.0,0,0,0,5,40,1,0,0,0
Wil Lutz,24.085,2018-09-30,NOR,@,NYG,W 33-18,4,4,Sun,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,3,3
Aaron Rodgers,34.302,2018-09-30,GNB,,BUF,W 22-0,4,4,Sun,22,40,55.00,298,1,1,2,15.0,5,31,0,0,0,0,1,0,0
Will Fuller,24.167,2018-09-30,HOU,@,IND,W 37-34,4,4,Sun,0,0,0,0,0,0,0,14.9,0,0,0,4,49,1,0,0,0
Ben Roethlisberger,36.212,2018-09-30,PIT,,BAL,L 14-26,4,4,Sun,27,47,57.45,274,1,1,1,14.9,1,-1,0,0,0,0,0,0,0
Eli Manning,37.270,2018-09-30,NYG,,NOR,L 18-33,4,4,Sun,31,41,75.61,255,1,0,3,14.7,2,5,0,0,0,0,1,0,0
Taywan Taylor,23.212,2018-09-30,TEN,,PHI,W 26-23,4,4,Sun,0,0,0,0,0,0,0,14.7,0,0,0,7,77,0,0,0,0
Tyreek Hill,24.214,2018-10-01,KAN,@,DEN,W 27-23,4,4,Mon,0,0,0,0,0,0,0,14.6,1,2,0,9,54,0,0,0,0
Carlos Hyde,28.010,2018-09-30,CLE,@,OAK,L 42-45,4,4,Sun,0,0,0,0,0,0,0,14.2,22,82,1,0,0,0,1,0,0
Geronimo Allison,24.255,2018-09-30,GNB,,BUF,W 22-0,4,4,Sun,0,0,0,0,0,0,0,14.0,0,0,0,6,80,0,1,0,0
Odell Beckham,25.329,2018-09-30,NYG,,NOR,L 18-33,4,4,Sun,0,0,0,0,0,0,0,14.0,1,10,0,7,60,0,0,0,0
Matt Bryant,43.124,2018-09-30,ATL,,CIN,L 36-37,4,4,Sun,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,3,3
Mason Crosby,34.027,2018-09-30,GNB,,BUF,W 22-0,4,4,Sun,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,1,2
Brett Maher,28.313,2018-09-30,DAL,,DET,W 26-24,4,4,Sun,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,2,2
Cody Parkey,26.223,2018-09-30,CHI,,TAM,W 48-10,4,4,Sun,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,6,6
Justin Tucker,28.313,2018-09-30,BAL,@,PIT,W 26-14,4,4,Sun,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,2,2
Tyler Eifert,28.022,2018-09-30,CIN,@,ATL,W 37-36,4,4,Sun,0,0,0,0,0,0,0,13.8,0,0,0,4,38,1,0,0,0
Ito Smith,23.019,2018-09-30,ATL,,CIN,L 36-37,4,4,Sun,0,0,0,0,0,0,0,13.8,7,35,1,3,13,0,0,0,0
Frank Gore,35.139,2018-09-30,MIA,@,NWE,L 7-38,4,4,Sun,0,0,0,0,0,0,0,13.7,11,41,0,2,16,1,0,0,0
Austin Ekeler,23.136,2018-09-30,LAC,,SFO,W 29-27,4,4,Sun,0,0,0,0,0,0,0,13.6,8,25,0,2,31,1,0,0,0
Duke Johnson,25.007,2018-09-30,CLE,@,OAK,L 42-45,4,4,Sun,0,0,0,0,0,0,0,13.6,2,11,0,4,45,0,0,0,0
Jarvis Landry,25.306,2018-09-30,CLE,@,OAK,L 42-45,4,4,Sun,0,0,0,0,0,0,0,13.4,0,0,0,4,34,1,0,0,0
Keenan Allen,26.156,2018-09-30,LAC,,SFO,W 29-27,4,4,Sun,0,0,0,0,0,0,0,13.3,0,0,0,7,63,0,0,0,0
John Ross,23.307,2018-09-30,CIN,@,ATL,W 37-36,4,4,Sun,0,0,0,0,0,0,0,13.2,0,0,0,2,52,1,0,0,0
Ka'imi Fairbairn,24.244,2018-09-30,HOU,@,IND,W 37-34,4,4,Sun,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,4,4
Josh Lambo,27.315,2018-09-30,JAX,,NYJ,W 31-12,4,4,Sun,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,2,2
Matthew McCrane,24.022,2018-09-30,OAK,,CLE,W 45-42,4,4,Sun,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,4,4
Geoff Swaim,25.014,2018-09-30,DAL,,DET,W 26-24,4,4,Sun,0,0,0,0,0,0,0,12.9,0,0,0,3,39,1,0,0,0
Baker Mayfield,23.169,2018-09-30,CLE,@,OAK,L 42-45,4,4,Sun,21,41,51.22,295,2,2,2,12.8,4,10,0,0,0,0,2,0,0
Royce Freeman,22.219,2018-10-01,DEN,,KAN,L 23-27,4,4,Mon,0,0,0,0,0,0,0,12.7,8,67,1,0,0,0,0,0,0
Kerryon Johnson,21.092,2018-09-30,DET,@,DAL,L 24-26,4,4,Sun,0,0,0,0,0,0,0,12.6,9,55,1,1,1,0,0,0,0
Jordan Matthews,26.076,2018-09-30,PHI,@,TEN,L 23-26,4,4,Sun,0,0,0,0,0,0,0,12.6,0,0,0,1,56,1,0,0,0
Josh Rosen,21.232,2018-09-30,ARI,,SEA,L 17-20,4,4,Sun,15,27,55.56,180,1,0,1,12.5,2,13,0,0,0,0,0,0,0
Kendrick Bourne,23.057,2018-09-30,SFO,@,LAC,L 27-29,4,4,Sun,0,0,0,0,0,0,0,12.4,0,0,0,3,34,1,0,0,0
Cameron Brate,27.089,2018-09-30,TAM,@,CHI,L 10-48,4,4,Sun,0,0,0,0,0,0,0,11.9,0,0,0,3,29,1,0,0,0
Mike Evans,25.040,2018-09-30,TAM,@,CHI,L 10-48,4,4,Sun,0,0,0,0,0,0,0,11.9,0,0,0,6,59,0,0,0,0
Darren Fells,32.161,2018-09-30,CLE,@,OAK,L 42-45,4,4,Sun,0,0,0,0,0,0,0,11.9,0,0,0,1,49,1,0,0,0
Willie Snead,25.348,2018-09-30,BAL,@,PIT,W 26-14,4,4,Sun,0,0,0,0,0,0,0,11.6,0,0,0,6,56,0,0,0,0
Sam Darnold,21.117,2018-09-30,NYJ,@,JAX,L 12-31,4,4,Sun,17,34,50.00,167,1,0,3,11.5,2,8,0,0,0,0,0,0,0
Kenny Golladay,24.331,2018-09-30,DET,@,DAL,L 24-26,4,4,Sun,0,0,0,0,0,0,0,11.4,0,0,0,4,74,0,0,0,0
Ryan Grant,27.285,2018-09-30,IND,,HOU,L 34-37,4,4,Sun,0,0,0,0,0,0,0,11.4,0,0,0,5,64,0,0,0,0
Emmanuel Sanders,31.198,2018-10-01,DEN,,KAN,L 23-27,4,4,Mon,0,0,0,0,0,0,0,11.3,1,18,0,5,45,0,0,0,0
Jay Ajayi,25.107,2018-09-30,PHI,@,TEN,L 23-26,4,4,Sun,0,0,0,0,0,0,0,11.1,15,70,0,3,11,0,0,0,0
Jimmy Graham,31.310,2018-09-30,GNB,,BUF,W 22-0,4,4,Sun,0,0,0,0,0,0,0,11.1,0,0,0,3,21,1,0,0,0
Dan Bailey,30.244,2018-09-27,MIN,@,LAR,L 31-38,4,4,Thu,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,2,2
Jake Elliott,23.252,2018-09-30,PHI,@,TEN,L 23-26,4,4,Sun,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,2,2
Brandon McManus,27.068,2018-10-01,DEN,,KAN,L 23-27,4,4,Mon,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,2,2
Tevin Coleman,25.167,2018-09-30,ATL,,CIN,L 36-37,4,4,Sun,0,0,0,0,0,0,0,10.7,14,51,0,3,26,0,0,0,0
Antonio Gates,38.104,2018-09-30,LAC,,SFO,W 29-27,4,4,Sun,0,0,0,0,0,0,0,10.7,0,0,0,2,27,1,0,0,0
Kyle Rudolph,28.322,2018-09-27,MIN,@,LAR,L 31-38,4,4,Thu,0,0,0,0,0,0,0,10.7,0,0,0,5,57,0,0,0,0
Tajae Sharpe,23.281,2018-09-30,TEN,,PHI,W 26-23,4,4,Sun,0,0,0,0,0,0,0,10.7,0,0,0,2,27,1,0,0,0
Quincy Enunwa,26.122,2018-09-30,NYJ,@,JAX,L 12-31,4,4,Sun,0,0,0,0,0,0,0,10.6,0,0,0,4,66,0,0,0,0
Jordan Leggett,23.242,2018-09-30,NYJ,@,JAX,L 12-31,4,4,Sun,0,0,0,0,0,0,0,10.3,0,0,0,3,13,1,0,0,0
Tyler Lockett,26.002,2018-09-30,SEA,@,ARI,W 20-17,4,4,Sun,0,0,0,0,0,0,0,10.3,0,0,0,5,53,0,0,0,0
Allen Robinson,25.037,2018-09-30,CHI,,TAM,W 48-10,4,4,Sun,0,0,0,0,0,0,0,10.3,0,0,0,2,23,1,0,0,0
Ryan Switzer,23.330,2018-09-30,PIT,,BAL,L 14-26,4,4,Sun,0,0,0,0,0,0,0,10.3,1,1,0,7,32,0,0,0,0
David Njoku,22.082,2018-09-30,CLE,@,OAK,L 42-45,4,4,Sun,0,0,0,0,0,0,0,10.2,0,0,0,5,52,0,0,0,0
Matt Breida,23.214,2018-09-30,SFO,@,LAC,L 27-29,4,4,Sun,0,0,0,0,0,0,0,10.1,9,39,0,3,32,0,0,0,0
Rashard Higgins,23.358,2018-09-30,CLE,@,OAK,L 42-45,4,4,Sun,0,0,0,0,0,0,0,10.1,0,0,0,4,61,0,0,0,0
Maxx Williams,24.171,2018-09-30,BAL,@,PIT,W 26-14,4,4,Sun,0,0,0,0,0,0,0,10.1,0,0,0,5,51,0,0,0,0
Sebastian Janikowski,40.212,2018-09-30,SEA,@,ARI,W 20-17,4,4,Sun,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,2,2
JuJu Smith-Schuster,21.312,2018-09-30,PIT,,BAL,L 14-26,4,4,Sun,0,0,0,0,0,0,0,10.0,0,0,0,4,60,0,0,0,0
Jeff Heuerman,25.311,2018-10-01,DEN,,KAN,L 23-27,4,4,Mon,0,0,0,0,0,0,0,9.7,0,0,0,4,57,0,0,0,0
Adam Humphries,25.249,2018-09-30,TAM,@,CHI,L 10-48,4,4,Sun,0,0,0,0,0,0,0,9.6,0,0,0,6,36,0,0,0,0
Alex Collins,24.035,2018-09-30,BAL,@,PIT,W 26-14,4,4,Sun,0,0,0,0,0,0,0,9.5,11,42,0,1,3,1,1,0,0
James Conner,23.148,2018-09-30,PIT,,BAL,L 14-26,4,4,Sun,0,0,0,0,0,0,0,9.4,9,19,0,3,25,0,0,0,0
Ty Montgomery,25.251,2018-09-30,GNB,,BUF,W 22-0,4,4,Sun,0,0,0,0,0,0,0,9.4,5,18,0,2,56,0,1,0,0
Cole Beasley,29.157,2018-09-30,DAL,,DET,W 26-24,4,4,Sun,0,0,0,0,0,0,0,9.3,0,0,0,4,53,0,0,0,0
Josh Hill,28.132,2018-09-30,NOR,@,NYG,W 33-18,4,4,Sun,0,0,0,0,0,0,0,9.3,0,0,0,3,63,0,0,0,0
Pierre Garcon,32.053,2018-09-30,SFO,@,LAC,L 27-29,4,4,Sun,0,0,0,0,0,0,0,9.2,0,0,0,4,52,0,0,0,0
Vance McDonald,28.109,2018-09-30,PIT,,BAL,L 14-26,4,4,Sun,0,0,0,0,0,0,0,9.2,0,0,0,5,62,0,1,0,0
Bilal Powell,29.338,2018-09-30,NYJ,@,JAX,L 12-31,4,4,Sun,0,0,0,0,0,0,0,9.2,8,26,0,4,26,0,0,0,0
Chad Williams,23.346,2018-09-30,ARI,,SEA,L 17-20,4,4,Sun,0,0,0,0,0,0,0,9.2,0,0,0,1,22,1,0,0,0
Doug Baldwin,30.009,2018-09-30,SEA,@,ARI,W 20-17,4,4,Sun,0,0,0,0,0,0,0,9.1,0,0,0,5,41,0,0,0,0
Josh Bellamy,29.135,2018-09-30,CHI,,TAM,W 48-10,4,4,Sun,0,0,0,0,0,0,0,9.0,0,0,0,1,20,1,0,0,0
Harrison Butker,23.079,2018-10-01,KAN,@,DEN,W 27-23,4,4,Mon,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,3,3
Robbie Gould,36.274,2018-09-30,SFO,@,LAC,L 27-29,4,4,Sun,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,3,3
Caleb Sturgis,29.052,2018-09-30,LAC,,SFO,W 29-27,4,4,Sun,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,2
Russell Wilson,29.305,2018-09-30,SEA,@,ARI,W 20-17,4,4,Sun,19,26,73.08,172,0,0,2,9.0,4,21,0,0,0,0,1,0,0
Logan Paulsen,31.216,2018-09-30,ATL,,CIN,L 36-37,4,4,Sun,0,0,0,0,0,0,0,8.7,0,0,0,1,17,1,0,0,0
Michael Thomas,25.211,2018-09-30,NOR,@,NYG,W 33-18,4,4,Sun,0,0,0,0,0,0,0,8.7,0,0,0,4,47,0,0,0,0
Laquon Treadwell,23.105,2018-09-27,MIN,@,LAR,L 31-38,4,4,Thu,0,0,0,0,0,0,0,8.7,0,0,0,4,47,0,0,0,0
Drew Brees,39.258,2018-09-30,NOR,@,NYG,W 33-18,4,4,Sun,18,32,56.25,217,0,0,1,8.6,4,-1,0,0,0,0,0,0,0
Marvin Jones,28.202,2018-09-30,DET,@,DAL,L 24-26,4,4,Sun,0,0,0,0,0,0,0,8.6,0,0,0,3,56,0,0,0,0
Antonio Callaway,21.264,2018-09-30,CLE,@,OAK,L 42-45,4,4,Sun,0,0,0,0,0,0,0,8.4,0,0,0,3,54,0,0,0,0
Rob Gronkowski,29.139,2018-09-30,NWE,,MIA,W 38-7,4,4,Sun,0,0,0,0,0,0,0,8.4,0,0,0,4,44,0,0,0,0
Wendell Smallwood,24.244,2018-09-30,PHI,@,TEN,L 23-26,4,4,Sun,0,0,0,0,0,0,0,8.4,5,39,0,3,15,0,0,0,0
Martavis Bryant,26.284,2018-09-30,OAK,,CLE,W 45-42,4,4,Sun,0,0,0,0,0,0,0,8.1,0,0,0,3,51,0,0,0,0
Courtland Sutton,22.356,2018-10-01,DEN,,KAN,L 23-27,4,4,Mon,0,0,0,0,0,0,0,8.1,0,0,0,3,51,0,0,0,0
Charles Clay,29.229,2018-09-30,BUF,@,GNB,L 0-22,4,4,Sun,0,0,0,0,0,0,0,8.0,0,0,0,4,40,0,0,0,0
Sam Ficken,25.287,2018-09-27,LAR,,MIN,W 38-31,4,4,Thu,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,5,5
Stephen Gostkowski,34.245,2018-09-30,NWE,,MIA,W 38-7,4,4,Sun,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,5,5
Greg Joseph,24.057,2018-09-30,CLE,@,OAK,L 42-45,4,4,Sun,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,2,2
Ryan Succop,32.011,2018-09-30,TEN,,PHI,W 26-23,4,4,Sun,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,2,2
Adam Vinatieri,45.276,2018-09-30,IND,,HOU,L 34-37,4,4,Sun,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,2,2
Demetrius Harris,27.064,2018-10-01,KAN,@,DEN,W 27-23,4,4,Mon,0,0,0,0,0,0,0,7.9,0,0,0,2,59,0,0,0,0
Zay Jones,23.184,2018-09-30,BUF,@,GNB,L 0-22,4,4,Sun,0,0,0,0,0,0,0,7.8,0,0,0,4,38,0,0,0,0
Case Keenum,30.226,2018-10-01,DEN,,KAN,L 23-27,4,4,Mon,21,33,63.64,245,0,1,4,7.8,0,0,0,0,0,0,0,0,0
Tyrell Williams,26.230,2018-09-30,LAC,,SFO,W 29-27,4,4,Sun,0,0,0,0,0,0,0,7.8,0,0,0,3,48,0,0,0,0
