Name,Age,Date,Team,At,Opp,Result,Game Number,Week,Day,Passing Cmp,Passing Att,Passing Completion Percentage,Passing Yards,Passing TD,Passing Int,Passing Sack,Fantasy Points,Rushing Att,Rushing Yards,Rushing TD,Recv Rec,Recv Yards,Recv TD,Fumb,Extra Points,Extra Points Att
Ted Ginn,33.157,2018-09-16,NOR,,CLE,W 21-18,2,2,Sun,0,0,0,0,0,0,0,7.5,0,0,0,4,55,0,1,0,0
Nyheim Hines,21.308,2018-09-16,IND,@,WAS,W 21-9,2,2,Sun,0,0,0,0,0,0,0,7.5,4,7,1,1,-2,0,0,0,0
C.J. Uzomah,25.242,2018-09-13,CIN,,BAL,W 34-23,2,2,Thu,0,0,0,0,0,0,0,7.5,0,0,0,3,45,0,0,0,0
Kendrick Bourne,23.043,2018-09-16,SFO,,DET,W 30-27,2,2,Sun,0,0,0,0,0,0,0,7.4,0,0,0,1,4,1,0,0,0
Tyler Higbee,25.258,2018-09-16,LAR,,ARI,W 34-0,2,2,Sun,0,0,0,0,0,0,0,7.3,0,0,0,1,3,1,0,0,0
Demarcus Robinson,23.360,2018-09-16,KAN,@,PIT,W 42-37,2,2,Sun,0,0,0,0,0,0,0,7.3,0,0,0,1,3,1,0,0,0
Deonte Thompson,29.214,2018-09-16,DAL,,NYG,W 20-13,2,2,Sun,0,0,0,0,0,0,0,7.3,0,0,0,4,33,0,0,0,0
Danny Amendola,32.318,2018-09-16,MIA,@,NYJ,W 20-12,2,2,Sun,0,0,0,0,0,0,0,7.2,0,0,0,4,32,0,0,0,0
Martavis Bryant,26.270,2018-09-16,OAK,@,DEN,L 19-20,2,2,Sun,0,0,0,0,0,0,0,7.0,0,0,0,4,30,0,0,0,0
Matt Bryant,43.110,2018-09-16,ATL,,CAR,W 31-24,2,2,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,4,4
Randall Cobb,28.025,2018-09-16,GNB,,MIN,T 29-29,2,2,Sun,0,0,0,0,0,0,0,7.0,0,0,0,4,30,0,1,0,0
Chase Edmonds,22.156,2018-09-16,ARI,@,LAR,L 0-34,2,2,Sun,0,0,0,0,0,0,0,7.0,1,5,0,5,15,0,0,0,0
Sebastian Janikowski,40.199,2018-09-17,SEA,@,CHI,L 17-24,2,2,Mon,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,2,2
Josh Lambo,27.301,2018-09-16,JAX,,NWE,W 31-20,2,2,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,4,4
Wil Lutz,24.071,2018-09-16,NOR,,CLE,W 21-18,2,2,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,1,1
Mike Nugent,36.198,2018-09-16,OAK,@,DEN,L 19-20,2,2,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,1,2
Aldrick Rosas,23.260,2018-09-16,NYG,@,DAL,L 13-20,2,2,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,1,1
Caleb Sturgis,29.038,2018-09-16,LAC,@,BUF,W 31-20,2,2,Sun,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,4,4
Justin Tucker,28.296,2018-09-13,BAL,@,CIN,L 23-34,2,2,Thu,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,2,2
Demaryius Thomas,30.265,2018-09-16,DEN,,OAK,W 20-19,2,2,Sun,0,0,0,0,0,0,0,6.8,0,0,0,5,18,0,0,0,0
Maxx Williams,24.154,2018-09-13,BAL,@,CIN,L 23-34,2,2,Thu,0,0,0,0,0,0,0,6.8,1,7,0,3,31,0,0,0,0
Christian Kirk,21.302,2018-09-16,ARI,@,LAR,L 0-34,2,2,Sun,0,0,0,0,0,0,0,6.7,0,0,0,4,27,0,0,0,0
Jaron Brown,28.252,2018-09-17,SEA,@,CHI,L 17-24,2,2,Mon,0,0,0,0,0,0,0,6.6,0,0,0,3,36,0,0,0,0
Malcolm Brown,25.124,2018-09-16,LAR,,ARI,W 34-0,2,2,Sun,0,0,0,0,0,0,0,6.6,12,46,0,0,0,0,0,0,0
Kevin Byard,25.030,2018-09-16,TEN,,HOU,W 20-17,2,2,Sun,1,1,100.00,66,1,0,0,6.6,0,0,0,0,0,0,0,0,0
Jacquizz Rodgers,28.222,2018-09-16,TAM,,PHI,W 27-21,2,2,Sun,0,0,0,0,0,0,0,6.6,5,13,0,3,23,0,0,0,0
Jacob Hollister,24.302,2018-09-16,NWE,@,JAX,L 20-31,2,2,Sun,0,0,0,0,0,0,0,6.5,0,0,0,3,35,0,0,0,0
Ito Smith,23.005,2018-09-16,ATL,,CAR,W 31-24,2,2,Sun,0,0,0,0,0,0,0,6.4,9,46,0,1,8,0,1,0,0
David Johnson,26.274,2018-09-16,ARI,@,LAR,L 0-34,2,2,Sun,0,0,0,0,0,0,0,6.1,13,48,0,1,3,0,0,0,0
Cody Latimer,25.341,2018-09-16,NYG,@,DAL,L 13-20,2,2,Sun,0,0,0,0,0,0,0,6.1,0,0,0,2,41,0,0,0,0
Harrison Butker,23.064,2018-09-16,KAN,@,PIT,W 42-37,2,2,Sun,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,6,6
Zane Gonzalez,23.132,2018-09-16,CLE,@,NOR,L 18-21,2,2,Sun,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,2
David Njoku,22.068,2018-09-16,CLE,@,NOR,L 18-21,2,2,Sun,0,0,0,0,0,0,0,6.0,0,0,0,4,20,0,0,0,0
Cody Parkey,26.210,2018-09-17,CHI,,SEA,W 24-17,2,2,Mon,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,3,3
Isaiah Crowell,25.251,2018-09-16,NYJ,,MIA,L 12-20,2,2,Sun,0,0,0,0,0,0,0,5.9,12,35,0,2,4,0,0,0,0
Derrick Henry,24.255,2018-09-16,TEN,,HOU,W 20-17,2,2,Sun,1,1,100.00,8,0,0,0,5.9,18,56,0,0,0,0,0,0,0
Larry Fitzgerald,35.016,2018-09-16,ARI,@,LAR,L 0-34,2,2,Sun,0,0,0,0,0,0,0,5.8,0,0,0,3,28,0,0,0,0
Jamison Crowder,25.091,2018-09-16,WAS,,IND,L 9-21,2,2,Sun,0,0,0,0,0,0,0,5.7,2,29,0,2,8,0,0,0,0
Ricky Seals-Jones,23.185,2018-09-16,ARI,@,LAR,L 0-34,2,2,Sun,0,0,0,0,0,0,0,5.7,0,0,0,4,17,0,0,0,0
Vance McDonald,28.095,2018-09-16,PIT,,KAN,L 37-42,2,2,Sun,0,0,0,0,0,0,0,5.6,0,0,0,3,26,0,0,0,0
Frank Gore,35.125,2018-09-16,MIA,@,NYJ,W 20-12,2,2,Sun,0,0,0,0,0,0,0,5.4,9,25,0,1,19,0,0,0,0
Sterling Shepard,25.218,2018-09-16,NYG,@,DAL,L 13-20,2,2,Sun,0,0,0,0,0,0,0,5.4,0,0,0,3,24,0,0,0,0
Dion Lewis,27.354,2018-09-16,TEN,,HOU,W 20-17,2,2,Sun,0,0,0,0,0,0,0,5.3,14,42,0,1,1,0,0,0,0
Cordarrelle Patterson,27.183,2018-09-16,NWE,@,JAX,L 20-31,2,2,Sun,0,0,0,0,0,0,0,5.3,1,5,0,3,18,0,0,0,0
Nick Vannett,25.195,2018-09-17,SEA,@,CHI,L 17-24,2,2,Mon,0,0,0,0,0,0,0,5.3,0,0,0,3,23,0,0,0,0
Jakeem Grant,25.351,2018-09-16,MIA,@,NYJ,W 20-12,2,2,Sun,0,0,0,0,0,0,0,5.2,1,5,0,2,27,0,0,0,0
C.J. Prosise,24.120,2018-09-17,SEA,@,CHI,L 17-24,2,2,Mon,0,0,0,0,0,0,0,5.2,0,0,0,3,22,0,0,0,0
Sony Michel,23.211,2018-09-16,NWE,@,JAX,L 20-31,2,2,Sun,0,0,0,0,0,0,0,5.1,10,34,0,1,7,0,0,0,0
Ka'imi Fairbairn,24.230,2018-09-16,HOU,@,TEN,L 17-20,2,2,Sun,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,2,2
Robert Foster,24.132,2018-09-16,BUF,,LAC,L 20-31,2,2,Sun,0,0,0,0,0,0,0,5.0,0,0,0,2,30,0,0,0,0
Ryan Grant,27.271,2018-09-16,IND,@,WAS,W 21-9,2,2,Sun,0,0,0,0,0,0,0,5.0,0,0,0,2,30,0,0,0,0
Christopher Herndon,22.205,2018-09-16,NYJ,,MIA,L 12-20,2,2,Sun,0,0,0,0,0,0,0,5.0,0,0,0,2,30,0,1,0,0
Ty Montgomery,25.237,2018-09-16,GNB,,MIN,T 29-29,2,2,Sun,0,0,0,0,0,0,0,5.0,5,31,0,1,9,0,0,0,0
Jordy Nelson,33.108,2018-09-16,OAK,@,DEN,L 19-20,2,2,Sun,0,0,0,0,0,0,0,5.0,0,0,0,2,30,0,0,0,0
Charles Clay,29.215,2018-09-16,BUF,,LAC,L 20-31,2,2,Sun,0,0,0,0,0,0,0,4.9,0,0,0,2,29,0,0,0,0
Ben Watson,37.272,2018-09-16,NOR,,CLE,W 21-18,2,2,Sun,0,0,0,0,0,0,0,4.9,0,0,0,3,19,0,0,0,0
Chester Rogers,24.247,2018-09-16,IND,@,WAS,W 21-9,2,2,Sun,0,0,0,0,0,0,0,4.7,0,0,0,3,17,0,0,0,0
Nick Boyle,25.208,2018-09-13,BAL,@,CIN,L 23-34,2,2,Thu,0,0,0,0,0,0,0,4.6,0,0,0,2,26,0,0,0,0
Marlon Mack,22.193,2018-09-16,IND,@,WAS,W 21-9,2,2,Sun,0,0,0,0,0,0,0,4.6,10,34,0,1,2,0,0,0,0
LeGarrette Blount,31.285,2018-09-16,DET,@,SFO,L 27-30,2,2,Sun,0,0,0,0,0,0,0,4.5,8,38,0,1,-3,0,0,0,0
Dante Pettis,22.328,2018-09-16,SFO,,DET,W 30-27,2,2,Sun,0,0,0,0,0,0,0,4.5,0,0,0,1,35,0,0,0,0
Tyler Eifert,28.005,2018-09-13,CIN,,BAL,W 34-23,2,2,Thu,0,0,0,0,0,0,0,4.3,0,0,0,2,23,0,0,0,0
Kyle Juszczyk,27.146,2018-09-16,SFO,,DET,W 30-27,2,2,Sun,0,0,0,0,0,0,0,4.3,0,0,0,3,13,0,0,0,0
George Kittle,24.342,2018-09-16,SFO,,DET,W 30-27,2,2,Sun,0,0,0,0,0,0,0,4.2,0,0,0,2,22,0,0,0,0
Jordan Akins,26.150,2018-09-16,HOU,@,TEN,L 17-20,2,2,Sun,0,0,0,0,0,0,0,4.1,0,0,0,2,21,0,0,0,0
Jack Doyle,28.134,2018-09-16,IND,@,WAS,W 21-9,2,2,Sun,0,0,0,0,0,0,0,4.0,0,0,0,2,20,0,0,0,0
Marvin Hall,25.159,2018-09-16,ATL,,CAR,W 31-24,2,2,Sun,0,0,0,0,0,0,0,4.0,0,0,0,1,30,0,0,0,0
Johnny Hekker,28.220,2018-09-16,LAR,,ARI,W 34-0,2,2,Sun,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,1,1
Peyton Barber,24.201,2018-09-16,TAM,,PHI,W 27-21,2,2,Sun,0,0,0,0,0,0,0,3.9,16,22,0,1,7,0,0,0,0
David Morgan,25.120,2018-09-16,MIN,@,GNB,T 29-29,2,2,Sun,0,0,0,0,0,0,0,3.9,0,0,0,2,19,0,0,0,0
Robby Anderson,25.130,2018-09-16,NYJ,,MIA,L 12-20,2,2,Sun,0,0,0,0,0,0,0,3.7,0,0,0,3,27,0,1,0,0
Kenny Stills,26.147,2018-09-16,MIA,@,NYJ,W 20-12,2,2,Sun,0,0,0,0,0,0,0,3.7,0,0,0,2,17,0,0,0,0
Alfred Blue,27.142,2018-09-16,HOU,@,TEN,L 17-20,2,2,Sun,0,0,0,0,0,0,0,3.6,7,36,0,0,0,0,0,0,0
Tim Patrick,24.297,2018-09-16,DEN,,OAK,W 20-19,2,2,Sun,0,0,0,0,0,0,0,3.6,0,0,0,1,26,0,0,0,0
Tarik Cohen,23.053,2018-09-17,CHI,,SEA,W 24-17,2,2,Mon,0,0,0,0,0,0,0,3.5,4,8,0,1,17,0,0,0,0
Darren Fells,32.147,2018-09-16,CLE,@,NOR,L 18-21,2,2,Sun,0,0,0,0,0,0,0,3.5,0,0,0,2,15,0,0,0,0
Rob Gronkowski,29.125,2018-09-16,NWE,@,JAX,L 20-31,2,2,Sun,0,0,0,0,0,0,0,3.5,0,0,0,2,15,0,0,0,0
Mohamed Sanu,29.025,2018-09-16,ATL,,CAR,W 31-24,2,2,Sun,0,0,0,0,0,0,0,3.5,1,-4,0,2,19,0,0,0,0
Luke Stocker,30.061,2018-09-16,TEN,,HOU,W 20-17,2,2,Sun,0,0,0,0,0,0,0,3.5,0,0,0,2,15,0,0,0,0
Patrick DiMarco,29.139,2018-09-16,BUF,,LAC,L 20-31,2,2,Sun,0,0,0,0,0,0,0,3.4,0,0,0,1,24,0,0,0,0
Doug Martin,29.246,2018-09-16,OAK,@,DEN,L 19-20,2,2,Sun,0,0,0,0,0,0,0,3.4,7,24,0,1,0,0,0,0,0
Eric Tomlinson,26.147,2018-09-16,NYJ,,MIA,L 12-20,2,2,Sun,0,0,0,0,0,0,0,3.4,0,0,0,1,24,0,0,0,0
Cole Beasley,29.143,2018-09-16,DAL,,NYG,W 20-13,2,2,Sun,0,0,0,0,0,0,0,3.3,0,0,0,2,13,0,0,0,0
Niles Paul,29.038,2018-09-16,JAX,,NWE,W 31-20,2,2,Sun,0,0,0,0,0,0,0,3.2,0,0,0,1,22,0,0,0,0
Keith Smith,26.161,2018-09-16,OAK,@,DEN,L 19-20,2,2,Sun,0,0,0,0,0,0,0,3.2,0,0,0,2,12,0,0,0,0
C.J. Anderson,27.218,2018-09-16,CAR,@,ATL,L 24-31,2,2,Sun,0,0,0,0,0,0,0,3.1,3,31,0,0,0,0,0,0,0
Tyler Kroft,25.333,2018-09-13,CIN,,BAL,W 34-23,2,2,Thu,0,0,0,0,0,0,0,3.1,0,0,0,2,11,0,0,0,0
Chris Moore,25.089,2018-09-13,BAL,@,CIN,L 23-34,2,2,Thu,0,0,0,0,0,0,0,3.1,1,2,0,2,9,0,0,0,0
Chris Boswell,27.184,2018-09-16,PIT,,KAN,L 37-42,2,2,Sun,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,3,4
Daniel Carlson,23.236,2018-09-16,MIN,@,GNB,T 29-29,2,2,Sun,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,3,3
Chandler Catanzaro,27.202,2018-09-16,TAM,,PHI,W 27-21,2,2,Sun,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,3,4
Jake Elliott,23.238,2018-09-16,PHI,@,TAM,L 21-27,2,2,Sun,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,3,3
Jeff Heuerman,25.296,2018-09-16,DEN,,OAK,W 20-19,2,2,Sun,0,0,0,0,0,0,0,3.0,0,0,0,2,10,0,0,0,0
Duke Johnson,24.358,2018-09-16,CLE,@,NOR,L 18-21,2,2,Sun,0,0,0,0,0,0,0,3.0,3,3,0,2,7,0,0,0,0
Rashaad Penny,22.227,2018-09-17,SEA,@,CHI,L 17-24,2,2,Mon,0,0,0,0,0,0,0,3.0,10,30,0,0,0,0,0,0,0
Ian Thomas,22.102,2018-09-16,CAR,@,ATL,L 24-31,2,2,Sun,0,0,0,0,0,0,0,3.0,0,0,0,2,10,0,0,0,0
Adam Vinatieri,45.262,2018-09-16,IND,@,WAS,W 21-9,2,2,Sun,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,3,3
Ryan Griffin,28.248,2018-09-16,HOU,@,TEN,L 17-20,2,2,Sun,0,0,0,0,0,0,0,2.9,0,0,0,1,19,0,0,0,0
Roosevelt Nix,26.170,2018-09-16,PIT,,KAN,L 37-42,2,2,Sun,0,0,0,0,0,0,0,2.9,0,0,0,1,19,0,0,0,0
Ryan Switzer,23.316,2018-09-16,PIT,,KAN,L 37-42,2,2,Sun,0,0,0,0,0,0,0,2.9,2,5,0,1,14,0,0,0,0
Rishard Matthews,28.339,2018-09-16,TEN,,HOU,W 20-17,2,2,Sun,0,0,0,0,0,0,0,2.8,0,0,0,2,8,0,0,0,0
Tre'Quan Smith,22.252,2018-09-16,NOR,,CLE,W 21-18,2,2,Sun,0,0,0,0,0,0,0,2.8,0,0,0,1,18,0,0,0,0
Jason Croom,24.200,2018-09-16,BUF,,LAC,L 20-31,2,2,Sun,0,0,0,0,0,0,0,2.7,0,0,0,2,7,0,0,0,0
Gerald Everett,24.083,2018-09-16,LAR,,ARI,W 34-0,2,2,Sun,0,0,0,0,0,0,0,2.7,0,0,0,1,17,0,0,0,0
James O'Shaughnessy,26.245,2018-09-16,JAX,,NWE,W 31-20,2,2,Sun,0,0,0,0,0,0,0,2.7,0,0,0,1,17,0,0,0,0
Rhett Ellison,29.348,2018-09-16,NYG,@,DAL,L 13-20,2,2,Sun,0,0,0,0,0,0,0,2.5,0,0,0,2,5,0,0,0,0
Chris Carson,24.001,2018-09-17,SEA,@,CHI,L 17-24,2,2,Mon,0,0,0,0,0,0,0,2.4,6,24,0,0,0,0,0,0,0
Tajae Sharpe,23.267,2018-09-16,TEN,,HOU,W 20-17,2,2,Sun,0,0,0,0,0,0,0,2.4,0,0,0,1,14,0,0,0,0
Wayne Gallman,23.350,2018-09-16,NYG,@,DAL,L 13-20,2,2,Sun,0,0,0,0,0,0,0,2.3,1,2,0,1,11,0,0,0,0
Marcus Murphy,27.190,2018-09-16,BUF,,LAC,L 20-31,2,2,Sun,0,0,0,0,0,0,0,2.3,3,6,0,1,7,0,1,0,0
Luke Willson,28.244,2018-09-16,DET,@,SFO,L 27-30,2,2,Sun,0,0,0,0,0,0,0,2.3,0,0,0,1,13,0,0,0,0
Rex Burkhead,28.076,2018-09-16,NWE,@,JAX,L 20-31,2,2,Sun,0,0,0,0,0,0,0,2.2,6,22,0,0,0,0,0,0,0
Terrance Williams,28.363,2018-09-16,DAL,,NYG,W 20-13,2,2,Sun,0,0,0,0,0,0,0,2.2,0,0,0,1,12,0,0,0,0
Andy Janovich,25.116,2018-09-16,DEN,,OAK,W 20-19,2,2,Sun,0,0,0,0,0,0,0,2.1,0,0,0,1,11,0,0,0,0
Logan Paulsen,31.202,2018-09-16,ATL,,CAR,W 31-24,2,2,Sun,0,0,0,0,0,0,0,2.0,0,0,0,1,10,0,0,0,0
Jason Sanders,22.304,2018-09-16,MIA,@,NYJ,W 20-12,2,2,Sun,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2,3
Wendell Smallwood,24.230,2018-09-16,PHI,@,TAM,L 21-27,2,2,Sun,0,0,0,0,0,0,0,2.0,7,28,0,1,2,0,1,0,0
Allen Hurns,26.308,2018-09-16,DAL,,NYG,W 20-13,2,2,Sun,0,0,0,0,0,0,0,1.9,0,0,0,1,9,0,0,0,0
Latavius Murray,28.241,2018-09-16,MIN,@,GNB,T 29-29,2,2,Sun,0,0,0,0,0,0,0,1.9,4,19,0,0,0,0,0,0,0
Courtland Sutton,22.341,2018-09-16,DEN,,OAK,W 20-19,2,2,Sun,0,0,0,0,0,0,0,1.9,0,0,0,1,9,0,0,0,0
Mike Gillislee,27.319,2018-09-16,NOR,,CLE,W 21-18,2,2,Sun,0,0,0,0,0,0,0,1.8,8,18,0,0,0,0,0,0,0
Adam Humphries,25.235,2018-09-16,TAM,,PHI,W 27-21,2,2,Sun,0,0,0,0,0,0,0,1.8,0,0,0,1,8,0,0,0,0
Devontae Booker,26.112,2018-09-16,DEN,,OAK,W 20-19,2,2,Sun,0,0,0,0,0,0,0,1.7,3,17,0,0,0,0,0,0,0
Vernon Davis,34.228,2018-09-16,WAS,,IND,L 9-21,2,2,Sun,0,0,0,0,0,0,0,1.7,0,0,0,1,7,0,0,0,0
Stevan Ridley,29.232,2018-09-16,PIT,,KAN,L 37-42,2,2,Sun,0,0,0,0,0,0,0,1.7,1,2,0,1,5,0,0,0,0
Logan Thomas,27.077,2018-09-16,BUF,,LAC,L 20-31,2,2,Sun,0,0,0,0,0,0,0,1.7,0,0,0,1,7,0,0,0,0
Josh Bellamy,29.122,2018-09-17,CHI,,SEA,W 24-17,2,2,Mon,0,0,0,0,0,0,0,1.6,0,0,0,1,6,0,0,0,0
Sam Bradford,30.312,2018-09-16,ARI,@,LAR,L 0-34,2,2,Sun,17,27,62.96,90,0,1,1,1.6,0,0,0,0,0,0,0,0,0
Derek Carrier,28.053,2018-09-16,OAK,@,DEN,L 19-20,2,2,Sun,0,0,0,0,0,0,0,1.5,0,0,0,1,5,0,0,0,0
Michael Gallup,22.165,2018-09-16,DAL,,NYG,W 20-13,2,2,Sun,0,0,0,0,0,0,0,1.5,0,0,0,1,5,0,0,0,0
Josh Hill,28.118,2018-09-16,NOR,,CLE,W 21-18,2,2,Sun,0,0,0,0,0,0,0,1.5,0,0,0,1,5,0,0,0,0
John Ross,23.290,2018-09-13,CIN,,BAL,W 34-23,2,2,Thu,0,0,0,0,0,0,0,1.5,1,-3,0,1,8,0,0,0,0
Nick Chubb,22.263,2018-09-16,CLE,@,NOR,L 18-21,2,2,Sun,0,0,0,0,0,0,0,1.4,2,14,0,0,0,0,0,0,0
Lance Kendricks,30.229,2018-09-16,GNB,,MIN,T 29-29,2,2,Sun,0,0,0,0,0,0,0,1.4,0,0,0,1,4,0,0,0,0
Zach Line,28.113,2018-09-16,NOR,,CLE,W 21-18,2,2,Sun,0,0,0,0,0,0,0,1.4,0,0,0,1,4,0,0,0,0
Marquez Valdes-Scantling,23.341,2018-09-16,GNB,,MIN,T 29-29,2,2,Sun,0,0,0,0,0,0,0,1.3,0,0,0,1,3,0,0,0,0
Mike Davis,25.210,2018-09-17,SEA,@,CHI,L 17-24,2,2,Mon,0,0,0,0,0,0,0,1.2,3,3,0,1,-1,0,0,0,0
Damien Williams,26.166,2018-09-16,KAN,@,PIT,W 42-37,2,2,Sun,0,0,0,0,0,0,0,1.2,0,0,0,1,2,0,0,0,0
Jermaine Kearse,28.222,2018-09-16,NYJ,,MIA,L 12-20,2,2,Sun,0,0,0,0,0,0,0,0.9,0,0,0,1,-1,0,0,0,0
Shaun Wilson,22.288,2018-09-16,TAM,,PHI,W 27-21,2,2,Sun,0,0,0,0,0,0,0,0.9,1,9,0,0,0,0,0,0,0
Lamar Jackson,21.239,2018-09-13,BAL,@,CIN,L 23-34,2,2,Thu,0,0,0,0,0,0,0,0.6,2,6,0,0,0,0,0,0,0
C.J. Ham,25.056,2018-09-16,MIN,@,GNB,T 29-29,2,2,Sun,0,0,0,0,0,0,0,0.5,1,5,0,0,0,0,0,0,0
Alex Armah,24.122,2018-09-16,CAR,@,ATL,L 24-31,2,2,Sun,0,0,0,0,0,0,0,0.4,1,4,0,0,0,0,0,0,0
Brandon Wilds,25.056,2018-09-16,JAX,,NWE,W 31-20,2,2,Sun,0,0,0,0,0,0,0,0.4,3,4,0,0,0,0,0,0,0
DJ Chark,21.358,2018-09-16,JAX,,NWE,W 31-20,2,2,Sun,0,0,0,0,0,0,0,0.3,0,0,0,1,13,0,1,0,0
Jalen Richard,24.336,2018-09-16,OAK,@,DEN,L 19-20,2,2,Sun,0,0,0,0,0,0,0,0.3,2,3,0,0,0,0,0,0,0
Spencer Ware,26.297,2018-09-16,KAN,@,PIT,W 42-37,2,2,Sun,0,0,0,0,0,0,0,0.3,1,3,0,0,0,0,0,0,0
Derrick Coleman,27.333,2018-09-16,ARI,@,LAR,L 0-34,2,2,Sun,0,0,0,0,0,0,0,0.1,1,1,0,0,0,0,0,0,0
Robert Kelley,25.348,2018-09-16,WAS,,IND,L 9-21,2,2,Sun,0,0,0,0,0,0,0,0.1,1,1,0,0,0,0,0,0,0
Jonathan Stewart,31.179,2018-09-16,NYG,@,DAL,L 13-20,2,2,Sun,0,0,0,0,0,0,0,0.1,2,1,0,0,0,0,0,0,0
Sam Acho,30.011,2018-09-17,CHI,,SEA,W 24-17,2,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Adams,22.334,2018-09-16,NYJ,,MIA,L 12-20,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Adams,22.278,2018-09-16,IND,@,WAS,W 21-9,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Adams,37.176,2018-09-16,CAR,@,ATL,L 24-31,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montravius Adams,23.054,2018-09-16,GNB,,MIN,T 29-29,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jahleel Addae,28.235,2018-09-16,LAC,@,BUF,W 31-20,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Addison,31.010,2018-09-16,CAR,@,ATL,L 24-31,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Agnew,23.166,2018-09-16,DET,@,SFO,L 27-30,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walt Aikens,27.089,2018-09-16,MIA,@,NYJ,W 20-12,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Alexander,26.351,2018-09-16,PHI,@,TAM,L 21-27,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaire Alexander,21.219,2018-09-16,GNB,,MIN,T 29-29,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwon Alexander,24.044,2018-09-16,TAM,,PHI,W 27-21,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Alexander,35.108,2018-09-16,BUF,,LAC,L 20-31,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mackensie Alexander,24.308,2018-09-16,MIN,@,GNB,T 29-29,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Alford,29.319,2018-09-16,ATL,,CAR,W 31-24,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau Allen,26.306,2018-09-16,TAM,,PHI,W 27-21,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Allen,25.018,2018-09-16,MIA,@,NYJ,W 20-12,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Allen,28.204,2018-09-16,NWE,@,JAX,L 20-31,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Allen,23.243,2018-09-16,WAS,,IND,L 9-21,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Allen,26.272,2018-09-16,ATL,,CAR,W 31-24,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Allen,28.200,2018-09-16,NWE,@,JAX,L 20-31,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiko Alonso,28.033,2018-09-16,MIA,@,NYJ,W 20-12,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Amos,25.141,2018-09-17,CHI,,SEA,W 24-17,2,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince Amukamara,29.103,2018-09-17,CHI,,SEA,W 24-17,2,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Anderson,27.044,2018-09-16,NYJ,,MIA,L 12-20,2,2,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
